SNOMED conceptID;Matecat vertaling
26076006;Thromboendarterectomy van thoracale slagader
26083004;Excisie van letsel van spinale hersenvliezen
26086007;Beenmerg laboratoriumprocedure
26096003;Strippen van cerebrale subdural membraan
26097007;Remobilisatie van stijgbeugel
26100002;Insnijden van hematoom van het onderhuidse weefsel
26108009;Thermocauterization voor de vernietiging van laesie van het gehemelte
26113008;Enten van de borst
26119007;Extractie van bladverliezende tand
26139006;vertraagde achillorrhaphy
26144004;Interne fixatie van humerus zonder fracturen
26154000;deficit meting Base
26163003;Passing van ventrikel van het hart
26166006;Verwijdering van interne fixatie inrichting van het bekken
26167002;Ligatie van gemeenschappelijke iliacale ader , compleet
26187001;Kader operatie , tijdelijke gastrostomiesonde
26189003;Het inbrengen van de katheter in het wervelkanaal ruimte , epidurale , subarachno ï dale of subdurale , voor infusie van therapeutische of palliatieve stoffen
26196001;Vermindering van gesloten tarsometatarsaal gezamenlijke dislocatie met anesthesie
26212005;Vervanging van aortaklep
26218009;Fijne naald aspiratie biopsie van hypofyse
26220007;Anesthesie voor culdoscopy
26231004;Diagnostische procedure op luchtwegen
26234007;Aggregatie van bloedplaatjes met collageen - test
26245005;Vers bevroren plasma ontdooien
26262000;Flebografie van het hoofd
26268001;Anastomose van de lever leidingen
26294005;Radicale prostatectomie
26300008;Prote ï ne C , functionele assay
26302000;Osteorrhaphy
26305003;Verdeling van kraakbeen van de knie
26308001;Deep fijne naald aspiratie biopsie onder radiologische begeleiding
26313002;Levering door vacu ü m extractie met episiotomy
26321008;Manipulatie van urineblaas
26337002;verkennende thoracotomie
26340002;Verwijdering van rijst lichamen uit peesschede
26342005;Medische evaluatie voor spraak , taal en / of gehoorproblemen
26349001;Medische procedure op duodenum
26354005;Sleep elektro , de hele nacht
26381005;Gesloten vermindering van de scheiding der epiphysis van tibia
26390003;Colectomie
26392006;Urethrovaginal fixatie
26400009;Labyrinthotomy , transtympanic
26402001;Zenuwblokkade anesthesie
26407007;Reparatie van de penis prothese
26411001;Ontdopping van long en pari ë tale pleurectomy
26417002;Uitwissen van klier Skene
26418007;rug en lendenen fusion
26446009;voorlopige incisie
26447000;Herziening van cutane ureteroileostomy
26448005;malonaat - test
26452005;Totaal gastrectomy
26464002;Orthotic schoren
26476002;Operatie op bronchus
26488000;Plasminogeen assay antigene
26491000;Speciale potentie schijf test voor de opsporing
26495009;Oprichting van shunt links naar rechts , systemische pulmonale circulatie
26500007;Periostale hechtdraad van sleutelbeen
26504003;Arthrotomie van de knie met gezamenlijke exploratie
26506001;Uitsnijden van letsel van Oogspier
26537001;Diagnostische radiografie van de lumbale wervelkolom , gecombineerd AP en laterale
26541002;Reparatie van de pees door transplantaat of implantaat van fascia
26542009;Ward urine peilstok het testen voor suiker
26549000;Intern bekken fixatie van het bot
26562001;Fenothiazine meting , kwantitatieve
26565004;Polya operatie , gastrectomy
26573008;Het inbrengen van opblaasbare penis prothese
26578004;Hysterotomy verwijdering van mola mol
26585000;Reparatie van vrouwelijke perineum
26586004;Sluiting van gastrostomie
26588003;Ontruiming verhouding meting
26589006;Antilichaam identificatie , leukocyten antilichaam
26599001;Het inbrengen van de verpakking in het rectum
26604007;Differenti ë le telling van bloedcellen
26605008;Augmentation genioplasty
26618000;Diaphysectomy van het bot
26619008;Sluiting van ileosigmoidal fistel
26631005;Silica meting , urine
26633008;Operatie op chorioidea
26637009;Herziening van masto ï dectomie resulteert in tympanoplasty
26648002;Diagnostische radiografie , bijzondere uitzicht
26659006;Excisie van carcinoom van urethra
26661002;Probing van traan canaliculi
26667003;Incisie en verpakken van de wond
26668008;Anesthesie voor post - transurethrale resectie bloeden
26675009;Artroplastiek van de enkel met een implantaat
26688007;Interne en gecombineerde uitvoering zonder afzuiging
26693005;Seksuele psychotherapie , groep
26697006;Epifyse arrestatie door nieten van het distale scheenbeen en kuitbeen
26707008;Suture van bursa van de hand
26725001;Quadricepsplasty , Bennett soort
26731003;Reparatie van de pees van de hand door hechtdraad
26732005;Esophagogastrostomy door abdominale benadering
26742007;Avulsion van het onderhuidse weefsel
26758005;albumine meting
26760007;mastoid myoplasty
26762004;Autopsie , bruto onderzoek , onderwijs , compleet
26763009;Beademing behandeling en therapie , initi ë ren en beheer
26769008;Bloeden tijd , Hertog
26771008;Recept voor wijziging van de hormonale balans voor seksuele agressie
26782000;Cryotherapie
26786002;Scleral knik
26787006;N MYC genamplificatie
26792008;Eenvoudige chemische vernietiging van de laesie van de penis
26799004;Suture van vrouwelijke perineum
26801001;Acoustic rhizotomy
26802008;Radiotherapie isodose plan , arc veld
26816003;Reparatie van ooglid scheur
26829003;Milieu - interventie namens een psychiatrisch pati ë nt met instellingen
26832000;Alfa - galactosidase meting , fibroblasten
26866009;gedeeltelijke avulsion
26867000;Verwijdering van pantopaque kleurstof uit wervelkanaal
26879000;atriale cardioversie
26880002;Arthrotomie met de afvoer van metatarsofalangeale gewricht
26890005;psychiatrische rehabilitatie
26892002;Het maken van anesthesie bed
26895000;Laboratoriumtest orderannulering
26897008;Uitsnijden van letsel van tunica vaginalis
26906007;Toepassing van de dressing , druk
26912002;Operatie op fascia van de hand
26914001;tributyrine - test
26920000;Reparatie van de pees door transplantaat of implantaat van pezen
26925005;dwarse colectomy
26931008;Epifyse arrestatie door epiphysiodesis van de distale tibia
26932001;Bridge reparatie door rapport
26934000;Sluiting van uterovaginal fistel
26942004;Destructieve procedure van coronaire
26946001;Gecomputeriseerde axiale tomografie van de bovenste extremiteit met contrast
26958001;Leverfunctie panel
26962007;Urease test , Wayne methode
26970002;Hexosaminidase A en de totale hexosaminidase meting , serum en leukocyten
26974006;Epifyse arrestatie door epiphysiodesis van de distale fibula
26977004;Reparatie van de mitralisklep met prothese
26978009;Myotomie darm
26981004;O - nitrofenyl - beta - o - galactopyranoside testen
26985008;Intubatie van de dunne darm
26993008;abdominale esophagostomy
26999007;Implant van siliconen onder de huid voor vergroting
27010001;Gedeeltelijke excisie van de dikke darm
27011002;Excision van goedaardige laesie van het gezicht en oren
27032005;Neus en keel onderzoek
27041000;Cholecystoileostomy
27051004;pH meting , arteri ë le
27056009;colorectostomie
27062004;Lysis van verklevingen van fascia
27063009;Uitsnijden van letsel van de galblaas
27077007;Reparatie van femorale hernia met lies incisie
27083005;Immunoglobuline G subklasse meting
27099004;Reparatie van retroperitoneale hernia
27104003;Fistulization van labyrint voor decompressie
27106001;Reconstructie van pezen poelie van de hand
27107005;Osmotische fragiliteit , onmiddellijke
27115008;Microsomale schildklier antilichaam meting
27121007;Restauratie , kroon , hars met edelmetaal
27129009;Endoscopische controle van de twaalfvingerige darm bloeden
27136005;Herziening van anastomose van bloedvaten
27137001;Aneurysmectomy van de buikslagader
27147003;Filipuncture van cerebrale aneurysma
27150000;Totaal ethmoidectomy door extranasal aanpak
27161008;Doorsnijding van de spieren van de romp
27171005;Urineonderzoek
27178004;Iridectomy met sclerale thermocauterization
27181009;Verwijdering van vreemde lichaam van de hersenen met een incisie in de hersenen
27185000;Vaginale hysterectomie met gedeeltelijke colpectomy en reparatie van enterocele
27187008;Reparatie van peesschede door directe hechtdraad
27190002;Excisie van letsel van cerebrale hersenvliezen
27191003;Reparatie van scheuren van de galblaas
27193000;Uitsnijden van letsel van de lip door brede uitsnijding
27198009;Bloedgroep typering , RH genotypering , compleet
27204007;Tissue vriescoupe techniek , compleet
27210007;Laryngopharyngoesophagectomy met radicale nek dissectie en synchrone thyro ï dectomie
27217005;Pati ë nt verwijzing voor evaluatie , vergrijzingsprobleem
27218000;Verzorging van de pati ë nt kostbaarheden
27219008;concurrent audit
27220002;Alfa - 1 - Fetoprotein meting , vruchtwater
27222005;REA plasmide DNA
27227004;Excisie van dalende aorta
27234002;Bathing pati ë nt met alcohol spons
27238004;Anesthesie voor een open procedure op radius , ulna , pols of met de hand botten
27245004;Lokale excisie van de laesie van polsgewricht
27260001;Urineonderzoek , routine en microscopische
27261002;Tissue conditioning , hoger , per prothese - eenheid
27267003;Reparatie van entropion door hechtdraad
27271000;Lysis van verklevingen van choanae van nasopharynx
27280000;Levertransplantatie met ontvanger hepatectomy
27290008;Osteotomie lichaamdeel onderkaak
27293005;chirurgische galvanisme
27300001;Molegraphy
27303004;Re - entry werking van de aorta
27310005;Gold meting
27311009;Ethyleen glycol ondoorzichtigheid - test
27315000;Verwijdering van borstimplantaat
27318003;KOH vlek
27320000;Biopsie van zacht weefsel van de pols , diepe
27322008;17 - Ketogeen stero ï den meting
27323003;Secretorische immunoglobuline A meting
27352000;Diagnostische procedure op het hart
27372005;regionale anesthesie
27374006;Sluiting van de traan punctum
27375007;galsteen analyse
27381004;Fulguration van adenoid fossa
27389002;Injectie van anestheticum in carotis sinus
27397009;Enterocentesis van de twaalfvingerige darm
27411008;Cauterisatie
27413006;Suture van thoracale duct door abdominale benadering
27419005;Aminozuren meting
27426005;Verwijdering van interne fixatie apparaat in het gezicht bot
27428006;Aortaklep commissurotomie met cardiopulmonale bypass
27437006;Montage van de pomp - oxygenator voor extracorporale circulatie
27443008;Verwijdering van transveneuze elektroden
27445001;Restauratie , hars
27446000;Stolling of electrocoagulatie van Gasser ganglion
27449007;Verwijdering van embolus van intracrani ë le slagader
27454003;Interne fixatie van tarsal of middenvoetsbeentje
27462006;Transplantatie van weefsel van mediastinum
27466009;Injectie van neurolytic zenuwgas
27469002;Percutane transhepatische portografie met hemodynamische evaluatie
27480002;Excisie van bunion
27481003;Chemosurgery
27482005;Sterkteberekening
27483000;Diagnostische radiografie met contrastmiddelen
27490005;Irrigatie van renale pyelostomy
27491009;Medial canthoplasty
27492002;Full - thickness graft van de lip
27493007;Perifere zenuwen graft
27494001;HIV - 2 - antilichaam assay
27495000;Reparatie van de baarmoeder en draagconstructies
27496004;Vertraagde overgevoeligheid huidtest
27498003;Positief contrast bronchografie , bilaterale
27500002;Aortoiliacale naar knieholte vasculaire bypass
27513008;Toediening van antitoxin
27516000;Afdeling pees van de hand
27532002;Endoscopie en verwijdering van vreemd materiaal
27533007;Verlenging van oogspieren , twee of meer spieren
27537008;Artrodese door anterior extraorale techniek Clivus - C1 - C2 , met bottransplantatie en excisie van odontoid proces
27542000;Volledige dikte van de huid transplantatie met buis
27560000;Insnijding van buikslagader
27563003;Congo rood - test
27567002;Micro cytotoxiciteit crossmatch , NIH soort
27575008;Verandering in het bot lengte van carpals en metacarpals
27581000;Intralesionale injectie van de huid
27591006;Groep analytische psychotherapie
27593009;bacteri ë le biotyperingsschema
27613000;Ventriculopleural shunt met klep
27621006;Acetylsalicylzuur meting , kwalitatieve
27641001;Laterale fasciotomie met gedeeltelijke ostectomy van de bovenste extremiteit
27645005;Fulguration van carcinoom van urethra
27646006;Insnijding van supraclaviculaire fossa
27651000;Incisie en drainage van extraperitoneale abces
27652007;Excisie van Meibom
27653002;Inhalatie - anesthesie , machine - systeem , semi - gesloten , rebreathing primaire middel
27659003;Intraoperatieve transluminale subclavia - oksel angioplastiek
27660008;Sluiting van laryngeale fistel
27662000;Kalibratie van de urethra
27668001;Het inbrengen van keratoprosthesis
27672002;Intraoperatieve transluminale angioplastiek van de nierslagader
27679006;Insnijding van flank
27695006;Scarification van bindvlies
27705009;Injectie van anestheticum in phrenicus
27709003;Ascorbinezuur meting
27711007;Destructieve procedure op het hart
27748003;Arthroplasty van de knie , condyl en plateau , laterale compartiment
27755001;Operatie op schepen van het hart
