conceptId;Beschrijving;conceptId;Beschrijving Matecat
60385006;trombectomie met katheter van arteria ulnaris via arm incisie;60385006;Thrombectomy met catheter van ellepijpslagader door arm incisie
60408005;osteoclasie van de scapula;60408005;Osteoclasis van schouderblad
60443006;MRI cervicale wervelkolom met contrast;60443006;Magnetische resonantie beeldvorming van de cervicale wervelkolom met contrast
60463004;salpingostomie;60463004;Salpingostomy
60486006;intramedullaire nagel van de radius;60486006;Intramedullaire spijkeren van de straal
60501001;cre ë ren van een ventriculo - jugulaire shunt;60501001;Oprichting van ventriculo - jugulaire shunt
60510009;cre ë ren van een subarachnoidale / subdurale - jugulaire shunt;60510009;Oprichting van een subarachno ï dale / subdural - halsader shunt
60523002;sluiten van een caecostomie;60523002;Sluiting van cecostomy
60538001;verwijderen van inwendige fixatie van de tibia;60538001;Verwijdering van interne fixatie inrichting van tibia
60539009;echografie schildklier , B - scan;60539009;Echografie van de schildklier , B - scan
60572009;vasculaire bypass tussen de arteria subclavia en de arteria subclavia;60572009;Vasculaire subclavian - subclavian bypass
60581003;intrathoracale slokdarmanastomose met dundarminterpositie;60581003;Intrathoracale slokdarm anastomose met tussenkomst van de dunne darm
60595000;aanleggen van een anastomose n . facialis ( VII ) - n . spinalis;60595000;Facial - spinale accessoire anastomose
60606003;duodenalal liesbreukherstel van avec en transduod é nale Duodenocholedochotomy;60606003;Duodenocholedochotomy met transduodenal choledocholithotomy
60654006;Rx abdomen;60654006;Diagnostische radiografie van de buik
60656008;cornea transplantatie;60656008;Hoornvliestransplantatie
60661005;incisie van de radius;60661005;Insnijding van het bot van de radius
60664002;hemostase van bloeding thv de oropharynx;60664002;Controle van oropharyngeal bloeding
60712003;excisie van letsel van sclera;60712003;Uitsnijden van letsel van sclera
60723004;dilatatie ureterostium;60723004;Verwijding van ureterovesicale opening
60749009;revisie van craniale zenuwherstel;60749009;Herziening van eerdere reparatie van hersenzenuw
60753006;Reconstructie vagina via McIndoe procedure;60753006;McIndoe bediening voor de bouw van de vagina
60761001;Endoscopie van aorta;60761001;Endoscopie van de aorta
60768007;ablatie binnenoor door cryochirurgie;60768007;Ablatie van binnenoor door cryochirurgie
60775008;holle naaldbiopsie van de dikke darm;60775008;Kern naald biopsie van de dikke darm
60809008;biopsie van de clitoris;60809008;Biopsie van clitoris
60841002;losmaken van anterieure iris synaechien;60841002;Verdeling van de anterior synechiae iris
60851001;holle naaldbiopsie van het zaadblaasje;60851001;Kern naald biopsie van zaadblaasjes
60858007;herstel fistel urethroperineaal;60858007;Sluiting van urethroperineal fistual
60858007;herstel fistel urethroperineaal;60858007;Sluiting van urethroperineal fistual
60892005;jejuno - jejunostomie;60892005;Jejunojejunostomy
60907009;verwijderen adhesies middenoor;60907009;Lysis van verklevingen van het middenoor
60941001;excisie van de vene;60941001;Excisie van ader
60954008;cervicale oesofagostomie;60954008;Cervical esophagostomy
60981008;heropenen van een osteotomie;60981008;Heropening van osteotomieplaats
61027002;verwijderen van foetale restanten;61027002;Verwijdering van foetale structuren
61039005;arthrodese van de heup met subtrochantere osteotomie;61039005;Artrodese van het heupgewricht met subtrochantere osteotomie
61049008;endoscopisch verwjideren van steen in de ductus pancreaticus;61049008;Endoscopische verwijdering van stenen uit alvleesklierbuis
61060004;osteotomie van de humerus;61060004;Osteotomie van opperarmbeen
61125008;Aortofemoropopliteale in - situ veneuze bypassgreffe;61125008;Aortofemoral - poplitea in - situ ader bypass graft
61151005;cholecysto - pancreaticostomie;61151005;Cholecystopancreatostomy
61160002;open arterio - veneuse anastomose;61160002;Direct arterioveneuze anastomose
61166008;aneurysmectomie van aorta ascendens;61166008;Aneurysmectomy oplopende aorta
61174009;transpositie van ovarium;61174009;Omzetting van de eierstok
61186007;injectie middenoor;61186007;Injectie van middenoor
61193006;exploratie van uitwendige gehoorgang;61193006;Verkenning van uitwendige gehoorgang
61194000;heraanhechting chorioidea en retina met electrocoagulatie;61194000;Herbevestiging van de choroidea en het netvlies door electrocoagulatie
61218006;excisie van het divertikel van Meckel;61218006;Excisie van diverticulum van Meckel
61239004;excisie van tarsale plaat met wigresectie;61239004;Excisie van tarsale plaat door wigresectie
61247004;sectie tensorpees;61247004;Tenotomie van tensor tympani
61303007;open tenotomie van de iliopsoas;61303007;Open tenotomie van iliopsoas
61305000;revisie mastoid antrotomie;61305000;Herziening van mastoid antrum
61323008;drainage van handpees;61323008;Drainage van de pees van de hand
61326000;totale rechter hepatectomie;61326000;Hepatectomie , totale recht lobectomy
61327009;resectie van een cranipharyngeoma;61327009;Punctie en drainage van de hypofyse
61328004;gastro - duodenoscopie;61328004;gastroduodenoscopie
61392008;reconstrueren van de bekkenbodemvloer;61392008;Reconstructie van de bekkenbodem
61404002;o ö phoropexie;61404002;Oophoropexy
61417004;verbrijzelen van galsteen;61417004;Verpletterende van gal calculus
61439002;incisie van congenitaal uterien septum;61439002;Insnijden van aangeboren septum van de baarmoeder
61443003;excisie van letsel van traanzak;61443003;Uitsnijden van letsel van traanzak
61473007;detorsie vna het ovarium;61473007;Detorsie van eierstok
61487007;excisie van het femur voor botgreffe;61487007;Excisie van dijbeen voor graft
61498008;volledige externe haemorroidectomie;61498008;Compleet externe hemorrhoidectomy
61509005;acetabulumplastie , Colonna procedure;61509005;Acetabuloplasty , Colonna soort procedure
61520005;osteoplasty maxilla;61520005;Totaal osteoplastiek van de bovenkaak
61522002;atriale septectomie met mes;61522002;Atriale septectomy door blade - methode
61524001;resectie van naar buiten gebracht dunnedarm segment;61524001;Resectie van ge ë xterioriseerde segment van de dunne darm
61535006;transplantatie van milt;61535006;Transplantatie van de milt
61543001;obstetrische versie volgens wigand;61543001;verloskundige versie Wigand ' s
61553000;oftalmologische biometrie doormiddel van echografie , A - mode;61553000;Oogheelkundige biometrie door middel van ultrageluid echografie , A - mode
61586001;geboorte met behulp van vacuumextractie;61586001;Levering door vacu ü mextractie
61600000;sluiten van jejuno - ileale bypass;61600000;Take - down van jejunoileal bypass
61667000;hoog - selectieve vagotomie;61667000;Zeer selectief vagotomie
61676007;reductie van gesloten metatarsophalangeale gewrichtsluxatie;61676007;Vermindering van gesloten metatarsofalangeale gewricht dislocatie
61690005;fenestratie van binnenoor , met greffe;61690005;Fenestration van binnenoor met graft
61702004;herstel van vulva;61702004;Reparatie van de vulva
61710003;partiele excisie van scapula;61710003;Gedeeltelijke uitsnijding van het bot van schouderblad
61732007;sclerectomie met trepaan;61732007;trephine sclerectomy
61735009;hepato - duodenostomoie;61735009;Hepatoduodenostomy
61784001;verwijderen van een maagballon;61784001;Verwijdering van Maagballon
61798009;extra - articulair ligament reconstructie van de knie;61798009;Ligamentaire reconstructie van de knie , extra - articulaire
61825006;chirurgische occlusie van vene van onderste lidmaat;61825006;Chirurgische occlusie van de onderste ledematen aderen
61829000;curettage van spier;61829000;Curettage spier
61844004;cauterisatie van buitenoor;61844004;Cauterisatie van het uitwendige oor
61854000;gewrichtsstabilisatie;61854000;Stabilisatie van joint
61855004;arthroplastiek van carpocarpaal gewricht zonder implant;61855004;Artroplastiek van carpocarpal joint zonder implantaat
61916001;injectie in beenmerg;61916001;Injectie in het beenmerg
61924006;verwijderen van haar uit uitwendige gehoorgang;61924006;Verwijdering van het haar van de uitwendige gehoorgang
61938004;borstreconstructie met vrije flap;61938004;Borstreconstructie met gratis flap
61952002;implantatie van diaphragmapacing;61952002;Implantatie van het middenrif pacemaker
61965006;incisie craniale sinus;61965006;Insnijding van de schedel sinus
62006009;excisie van bakercyste van de knie;62006009;Uitsnijden van cyste van de knie Baker ' s
62069000;openen van colostomie in 2de tijd;62069000;Vertraagde opening colostoma
62082008;verwijderen litiasis thv traanzak;62082008;Het verwijderen van calculus van traan passage door incisie
62084009;verkortingsprocedure van de ulna;62084009;Verkorting van het bot van de ellepijp
62107003;bissectie voetplaat stapes met incusvervanging;62107003;Tweedeling van stapes voetplaat met incus vervangende
62109000;excisie letsel epididymis;62109000;Uitsnijden van letsel van bijbal
62118003;herstel ventriculair septum defect met prothese in compleet herstel tetralogie van fallot;62118003;Reparatie van ventrikelseptumdefect met prothese in de totale reparatie van tetralogie van Fallot
62149008;osseuse labyrinthotomie;62149008;Labyrinthotomy , ossale
62178009;cauterisatie van iris;62178009;Cauterisatie van de iris
62212009;excisie van decubitus ulcus been met primaire hechting;62212009;Excision been decubitus met primaire hechtdraad
62225001;arthrotomie van de elleboog met exploratie en biopsie;62225001;Arthrotomie van de elleboog met een gezamenlijke exploratie en met biopsie
62243002;debridement van de patella;62243002;Debridement van patella
62271008;incisie van huidabces;62271008;Insnijding van de huid abces
62306001;suprahyo ï d lymfedenectonomie;62306001;Suprahyoid lymphadenectomy
62348008;open reductie en inwendige fixatie van een fractuur van een falanx van de voet;62348008;Open vermindering van de breuk van vingerkootjes van de voet met interne fixatie
62360009;herstel urethrocutane fistel;62360009;Sluiting van de mannelijke urethrocutaneous fistel
62392005;excisie van de traankanaal;62392005;Excisie van ductus nasolacrimalis
62399001;autotransplantie van ovarium;62399001;Autotransplantatie van de eierstok
62400008;scheiden van de isthmus van een hoefijzernier;62400008;Verdeling van landengte van hoefijzer nier
62402000;revisie totale heupprothese;62402000;Herziening van de totale heupprothese
62424000;oogprothese uitnemen;62424000;Verwijdering van eye prothese
62447004;stemvorkproef van Weber;62447004;- test Weber ' s
62453004;curettage van handspier;62453004;Curettage van de spier van de hand
62460005;herstel inguinale hernia met orchidectomie en testisprothese;62460005;Reparatie van liesbreuk met orchiectomy en prothese
62471006;diepe axillaire lymfadenectomie;62471006;Deep oksel lymphadenectomy
62511003;autotransplantatie van long;62511003;Autotransplant van de long
62539002;reduceren van colonvolvulus;62539002;Vermindering van volvulus van de dikke darm
62553002;herstel blefarophimosis;62553002;Reparatie van blepharophimosis
62561007;fasciodese van de hand;62561007;Fasciodesis van de hand
62562000;osteoclasie van het femur;62562000;Osteoclasis van femur
62581008;NMR myocard;62581008;Magnetische resonantie beeldvorming van myocardium
62593004;opponensplastie door hypothenar spiertransfer;62593004;Opponensplasty door hypothenar spier overdracht
62634001;aneurysmectomie met anastomosis van abdominale arterie;62634001;Aneurysmectomy met anastomose van de buikslagader
62653006;hechten van het traankanaaltje;62653006;Suture van traan canaliculus
62671004;adhesiolyse van handspier;62671004;Lysis van verklevingen van de spier van de hand
62692004;parti ë le salpingectomie;62692004;gedeeltelijke salpingectomy
62726004;claviculotomie bij foetus;62726004;foetale clavicotomy
62755007;oesofagotomie via de hals voor verwijderen van corpus alienum;62755007;Esophagotomy met het verwijderen van vreemd lichaam door cervicale benadering
62779009;anastomose ureter;62779009;Anastomose van de urineleider
62783009;transcraniale resectie orbitale lesie;62783009;Verkenning van de baan door transcrani ë le benadering met de verwijdering van de laesie
62895004;oppervlakkige excisie van dermo ï d cyste van de neus;62895004;Uitsnijden van dermoidcyste van de neus , oppervlakkige
62910009;correctie trichiasis door incisie ooglidrand;62910009;Correctie van trichiasis door insnijding van het deksel marge
62923002;excisie decubitus ulcus t . h . v . ischias en sluiting met huidflap;62923002;Excisie van ischiaal decubitus met de huid klepsluiting
