SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaling;Matecat vertaling
120101007;Eyelid implantation;ooglid implantatie;ooglid implantatie;ooglid implantatie
120103005;Eyelid injection;ooglid injectie;ooglid injectie;ooglid injectie
120105003;Eyelid closure;ooglid sluiting;ooglid sluiting;ooglid sluiting
120110004;Eyelid transplantation;ooglid transplantatie;ooglid transplantatie;ooglid transplantatie
120113002;Cornea injection;cornea injectie;cornea injectie;cornea injectie
120114008;Cornea closure;cornea sluiting;cornea sluiting;cornea sluiting
120121008;Lens closure;lens sluiting;lens sluiting;lens sluiting
120122001;Lens reconstruction;lens reconstructie;lens reconstructie;lens reconstructie
120139004;Middle ear implantation;Middenoor implantatie;middenoor implantatie;Middenoor implantatie
120140002;Middle ear closure;Middenoor sluiting;middenoor sluiting;Middenoor sluiting
120142005;Inner ear implantation;Binnenoor implantatie;binnenoor implantatie;Binnenoor implantatie
120143000;Inner ear closure;Binnenoor sluiting;binnenoor sluiting;Binnenoor sluiting
120144006;Inner ear reconstruction;Binnenoor reconstructie;binnenoor reconstructie;Binnenoor reconstructie
120148009;Thorax implantation;thorax implantatie;thorax implantatie;thorax implantatie
120149001;Thorax injection;thorax injectie;thorax injectie;thorax injectie
120158008;Thorax transplantation;thorax transplantatie;thorax transplantatie;thorax transplantatie
120160005;Thorax manipulation;thorax manipulatie;thorax manipulatie;thorax manipulatie
120162002;Mediastinum implantation;mediastinum implantatie;mediastinum implantatie;mediastinum implantatie
120163007;Mediastinum injection;mediastinum injectie;mediastinum injectie;mediastinum injectie
120164001;Mediastinum closure;mediastinum sluiting;mediastinum sluiting;mediastinum sluiting
120165000;Mediastinum reconstruction;mediastinum reconstructie;mediastinum reconstructie;mediastinum reconstructie
120167008;Diaphragm closure;diafragma sluiting;diafragma sluiting;diafragma sluiting
120169006;Abdomen implantation;buik implantatie;buik implantatie;buik implantatie
120170007;Abdomen injection;buik injectie;buik injectie;buik injectie
120172004;Abdomen reconstruction;buik reconstructie;buik reconstructie;buik reconstructie
120181005;Mesentery endoscopy;mesenterium endoscopie;mesenterium endoscopie;mesenterium endoscopie
120184002;Mesentery closure;mesenterium sluiting;mesenterium sluiting;mesenterium sluiting
120188004;Mesentery reconstruction;mesenterium reconstructie;mesenterium reconstructie;mesenterium reconstructie
120194007;Mesentery manipulation;mesenterium manipulatie;mesenterium manipulatie;mesenterium manipulatie
120200004;Pelvis endoscopy;bekken endoscopie;bekken endoscopie;bekken endoscopie
120201000;Perineum closure;perineum sluiting;perineum sluiting;perineum sluiting
120204008;Perineum reconstruction;perineum reconstructie;perineum reconstructie;perineum reconstructie
120210008;Perineum manipulation;perineum manipulatie;perineum manipulatie;perineum manipulatie
120217006;Forearm incision;onderarm incisie;onderarm incisie;onderarm incisie
125883007;Hemipatellectomy;Hemipatellectomy;hemipatellectomy;Hemipatellectomy
127783003;Spirometry;spirometrie;spirometrie;Spirometrie
127788007;Apheresis;aferese;aferese;Aferese
127790008;Staining method;kleuring;kleuring;kleuring
129094003;Stress protocol;Stress - protocol;stress - protocol;Stress - protocol
129098000;Ellestad protocol;Ellestad protocol;ellestad protocol;Ellestad protocol
133860004;Open reduction;Open reductie;open reductie;Open reductie
133864008;Lithotripsy;lithotripsie;lithotripsie;lithotripsie
133871003;Cecosigmoidostomy;Cecosigmoidostomy;cecosigmoidostomy;Cecosigmoidostomy
133874006;Selective fetal reduction;Selectieve foetale reductie;selectieve foetale reductie;Selectieve foetale reductie
133876008;Segmental vagectomy;segmentale vagectomy;segmentale vagectomy;segmentale vagectomy
133898004;Preoperative care;preoperatieve zorg;preoperatieve zorg;preoperatieve zorg
150062003;Osteotomy;osteotomie;osteotomie;Osteotomie
164729009;Tonometry;tonometrie;tonometrie;tonometrie
164790002;Breath test;ademtest;ademtest;Ademtest
164840008;Stereo microscopy;stereo microscopie;stereo microscopie;stereo microscopie
164983003;Kveim test;Kveim - test;kveim - test;Kveim - test
165011001;Bronchial provocation test;Bronchiale provocatietest;bronchiale provocatietest;Bronchiale provocatietest
165098006;Skeletomuscular function test;Skeletomuscular functietest;skeletomuscular functietest;Skeletomuscular functietest
165323002;Biopsy admin;biopsie admin;biopsie admin;biopsie admin
165598004;Thrombophilia screening;trombofilie screening;trombofilie screening;trombofilie screening
165828002;Widal test;Widal - test;widal - test;serodiagnostiek van Widal en Felix
165994006;Sample serology;sample serologie;sample serologie;sample serologie
166162008;Neutrophil function test;Neutrofielen functietest;neutrofielen functietest;Neutrofielen functietest
166312007;Blood chemistry;bloedchemie;bloedchemie;bloedchemie
167820005;Vomit examination;Vomit onderzoek;vomit onderzoek;Vomit onderzoek
167853000;Vomit toxicology;Vomit toxicologie;vomit toxicologie;Vomit toxicologie
167907006;Bone marrow examination;Beenmergonderzoek;beenmergonderzoek;Beenmergonderzoek
168083008;Amniotic fluid examination;Vruchtwater onderzoek;vruchtwater onderzoek;Vruchtwater onderzoek
168094007;Amniotic fluid microscopy;Vruchtwater microscopie;vruchtwater microscopie;Vruchtwater microscopie
168127009;Sample microscopy;sample microscopie;sample microscopie;sample microscopie
168172001;Sweat test;zweettest;zweettest;zweettest
168464005;Home office postmortem;Home office postmortem;home office postmortem;Home office postmortem
168527001;Radiotherapy for inflammation;Radiotherapie voor ontsteking;radiotherapie voor ontsteking;Radiotherapie voor ontsteking
168836005;Barium enema;bariumklysma;bariumklysma;bariumlavement
168854009;Cystogram;cystogram;cystogram;cystogram
168864000;Urethrogram;urethrogram;urethrogram;urethrogram
168875001;Splenography;Splenography;splenography;splenografie
168882002;Placental vasography;placenta vasography;placenta vasography;placenta vasography
168884001;Hysterosalpingogram;hysterosalpingogram;hysterosalpingogram;hysterosalpingogram
168920007;Pneumoarthrography;Pneumoarthrography;pneumoarthrography;Pneumoarthrography
168969009;Cerebral sinus venography;Cerebrale sinus venografie;cerebrale sinus venografie;Cerebrale sinus venografie
168971009;Transsternal thoracic venogram;Transsternal thoracale venogram;transsternal thoracale venogram;Transsternal thoracale venogram
169103004;Postmortem radiology;postmortem radiologie;postmortem radiologie;postmortem radiologie
169197009;Radiobioassay - cortisone;Radiobioassay - cortisone;radiobioassay - cortisone;Radiobioassay - cortisone
169199007;Radiobioassay - progesterone;Radiobioassay - progesteron;radiobioassay - progesteron;Radiobioassay - progesteron
169200005;Radiobioassay - testosterone;Radiobioassay - testosteron;radiobioassay - testosteron;Radiobioassay - testosteron
169315008;Deuteron therapy;deuteron therapie;deuteron therapie;deuteron therapie
169327006;Radium contact therapy;Radium contact therapie;radium contact therapie;Radium contact therapie
169331000;Combined radiotherapy;gecombineerde radiotherapie;gecombineerde radiotherapie;gecombineerde radiotherapie
169347003;Combined internal radiotherapy;Gecombineerde inwendige radiotherapie;gecombineerde inwendige radiotherapie;Gecombineerde inwendige radiotherapie
169387008;Afterloading cavity radiotherapy;Afterloading holte radiotherapie;afterloading holte radiotherapie;Afterloading holte radiotherapie
169413002;Hormone therapy;hormoontherapie;hormoontherapie;Hormoonbehandeling
169431001;Electropyrexia;Electropyrexia;electropyrexia;korte golfdiathermie
169690007;Rubella screening;rubella screening;rubella screening;rubella screening
170450005;Meningococcus prophylaxis;meningokokken profylaxe;meningokokken profylaxe;meningokokken profylaxe
170517007;Notification of dysentery;Kennisgeving van dysenterie;kennisgeving van dysenterie;Kennisgeving van dysenterie
170520004;Notification of malaria;Kennisgeving van malaria;kennisgeving van malaria;Kennisgeving van malaria
170521000;Notification of measles;Kennisgeving van mazelen;kennisgeving van mazelen;Kennisgeving van mazelen
170523002;Notification of scarlet fever;Kennisgeving van roodvonk;kennisgeving van roodvonk;Kennisgeving van roodvonk
170524008;Notification of tetanus;Kennisgeving van tetanus;kennisgeving van tetanus;Kennisgeving van tetanus
170527001;Notification of acute encephalitis;Kennisgeving van acute encefalitis;kennisgeving van acute encefalitis;Kennisgeving van acute encefalitis
170532000;Notification of rubella;Kennisgeving van rubella;kennisgeving van rubella;Kennisgeving van rubella
170533005;Notification of mumps;Kennisgeving van bof;kennisgeving van bof;Kennisgeving van bof
170814007;Endocrine treatment change;Endocriene behandeling verandering;endocriene behandeling verandering;Endocriene behandeling verandering
171116002;Smallpox screening;pokken screening;pokken screening;pokken screening
171117006;Measles screening;mazelen screening;mazelen screening;mazelen screening
171120003;Trachoma screening;trachoom screening;trachoom screening;trachoom screening
171132004;Cholera screening;cholera screening;cholera screening;cholera screening
171133009;Leprosy screening;lepra screening;lepra screening;lepra screening
171140005;Malaria screening;malaria screening;malaria screening;malaria screening
171141009;Rickettsia screening;Rickettsia screening;rickettsia screening;Rickettsia screening
171142002;Leishmaniasis screening;leishmaniasis screening;leishmaniasis screening;leishmaniasis screening
171143007;Trypanosomiasis screening;trypanosomiasis screening;trypanosomiasis screening;trypanosomiasis screening
171145000;Schistosomiasis screening;schistosomiasis screening;schistosomiasis screening;schistosomiasis screening
171146004;Filariasis screening;filariasis screening;filariasis screening;filariasis screening
171184005;Malnutrition screening;ondervoeding screening;ondervoeding screening;ondervoeding screening
171207006;Depression screening;depressie screening;depressie screening;depressie screening
171215009;Glaucoma screening;glaucoom screening;glaucoom screening;glaucoom screening
171216005;Cataract screening;cataract screening;cataract screening;cataract screening
171222001;Hypertension screening;hypertensie screening;hypertensie screening;hypertensie screening
171231001;Asthma screening;astma screening;astma screening;astma screening
171234009;Nephropathy screening;nefropathie screening;nefropathie screening;nefropathie screening
171238007;Arthritis screening;artritis screening;artritis screening;artritis screening
171255006;Spirometry screening;spirometrie screening;spirometrie screening;spirometrie screening
171301009;Mobility screening;mobiliteit screening;mobiliteit screening;mobiliteit screening
171356009;Boxing medical examination;Boksen medisch onderzoek;boksen medisch onderzoek;Boksen medisch onderzoek
171358005;Diving medical examination;Duiken medisch onderzoek;duiken medisch onderzoek;Duiken medisch onderzoek
171360007;Parachuting medical examination;Parachutespringen medisch onderzoek;parachutespringen medisch onderzoek;Parachutespringen medisch onderzoek
171382000;Adoption medical examination;Adoptie medisch onderzoek;adoptie medisch onderzoek;Adoptie medisch onderzoek
171392008;Prison medical examination;Gevangenis medisch onderzoek;gevangenis medisch onderzoek;Gevangenis medisch onderzoek
171408004;Medicolegal examination;medicolegal onderzoek;medicolegal onderzoek;medicolegal onderzoek
171529006;Aspiration of cerebroventricular shunt;Aspiratie van cerebroventricular shunt;aspiratie van cerebroventricular shunt;Aspiratie van cerebroventricular shunt
171753003;Drainage of spinal canal;Drainage van wervelkanaal;drainage van wervelkanaal;Drainage van wervelkanaal
171754009;Syringostomy;Syringostomy;syringostomy;Syringostomy
171787008;Therapeutic epidural injection;Therapeutische epidurale injectie;therapeutische epidurale injectie;Therapeutische epidurale injectie
171788003;Therapeutic lumbar epidural injection;Therapeutische lumbale epidurale injectie;therapeutische lumbale epidurale injectie;Therapeutische lumbale epidurale injectie
171790002;Therapeutic thoracic epidural injection;Therapeutische thoracale epidurale injectie;therapeutische thoracale epidurale injectie;Therapeutische thoracale epidurale injectie
171791003;Therapeutic cervical epidural injection;Therapeutische cervicale epidurale injectie;therapeutische cervicale epidurale injectie;Therapeutische cervicale epidurale injectie
171944000;Transethmoidal hypophysectomy;Transethmoidal hypofysectomie;transethmoidal hypofysectomie;Transethmoidal hypofysectomie
172011006;Transsternal thymectomy;Transsternal thymectomie;transsternal thymectomie;Transsternal thymectomie
172044000;Subcutaneous mastectomy for gynecomastia;Subcutane mastectomie voor gynaecomastie;subcutane mastectomie voor gynaecomastie;Subcutane mastectomie voor gynaecomastie
172109000;Microdochotomy;Microdochotomy;microdochotomy;Microdochotomy
172120000;Open capsulotomy of breast;Open capsulotomie van de borst;open capsulotomie van de borst;Open capsulotomie van de borst
172321007;Bilateral medial rectus resection;Bilaterale mediale rectus resectie;bilaterale mediale rectus resectie;Bilaterale mediale rectus resectie
172525002;Cryoextraction of lens;Cryoextraction van de lens;cryoextraction van de lens;Cryoextraction van de lens
172555009;Anterior vitrectomy;voorste vitrectomie;voorste vitrectomie;voorste vitrectomie
172667002;Plug myringoplasty;plug myringoplastiek;plug myringoplastiek;plug myringoplastiek
172732009;Implantation of intracochlear prosthesis;Implantatie van intracochlear prothese;implantatie van intracochlear prothese;Implantatie van intracochlear prothese
172733004;Implantation of extracochlear prosthesis;Implantatie van extracochlear prothese;implantatie van extracochlear prothese;Implantatie van extracochlear prothese
172797001;Septovomerine osteotomy;Septovomerine osteotomie;septovomerine osteotomie;Septovomerine osteotomie
172812000;Cauterization of internal nose;Cauterisatie van de interne neus;cauterisatie van de interne neus;Cauterisatie van de interne neus
172887003;Craniofacial resection;craniofaciale resectie;craniofaciale resectie;craniofaciale resectie
172921000;Uncinectomy;Uncinectomy;uncinectomy;Uncinectomy
172938001;Pharyngolaryngoesophagectomy;Pharyngolaryngoesophagectomy;pharyngolaryngoesophagectomy;Pharyngolaryngoesophagectomy
173035009;Microlaryngoscopy;Microlaryngoscopy;microlaryngoscopy;Microlaryngoscopy
173038006;Diagnostic microlaryngoscopy and biopsy;Diagnostische microlaryngoscopy en biopsie;diagnostische microlaryngoscopy en biopsie;Diagnostische microlaryngoscopy en biopsie
173067007;Cricothyroidotomy;Cricothyroidotomy;cricothyroidotomy;Cricothyroidotomy
173076000;Tracheopexy;Tracheopexy;tracheopexy;Tracheopexy
173235003;Bilateral lip adhesion;Bilaterale lip adhesie;bilaterale lip adhesie;Bilaterale lip adhesie
173366007;Glossotomy;Glossotomy;glossotomy;glossotomie
