SNOMED conceptID;Thot vertaalde term medisch woordenboek
104478009;adrenocorticotropin provocatietest onderzoeken
104479001;alanine -
104480003;alanine - aminopeptidase
104481004;alt , methode met pyridoxinedefici - '- fosfaat
104482006;alt , methode zonder pyridoxinedefici - '- fosfaat
104483001;cerebrospinaal albumine / plasma albumine ratio
104484007;albumine creatinineklaring , renaal
104485008;serum albumine
104486009;albumine urine kwantitatief
104487000;alcohol - dehydrogenase
104488005;aldosteron en renine na saline visus
104489002;aldosteron creatinineklaring , renaal
104490006;aldosteron receptors -
104491005;alifatische carboxylate c10 - c26 -
104492003;alifatische carboxylate c14 - c26 ziekte -
104493008;alifatische carboxylate c14 , c26 esters -
104495001;alifatische carboxylate c26 - 0 , c22 - 0 -
104496000;apolipoprote ï ne
104497009;allo - tetrahydrocortisol -
104498004;alfa - aminozuur stikstof
104499007;alfa - - - butyrate -
104500003;- aminoadipate -
104501004;alfa - 1 - glycoprote ï ne
104502006;alfa - 1 - antichymotrypsin -
104503001;alfa - 2 - macroglobuline
104504007;alfa - 2 - retinol - bindend eiwit
104505008;alfa - -
104506009;- ketoglutarate -
104507000;alfa - melanocyt stimulerend hormoon
104508005;- naphthylesterase -
104509002;alfa - thymosine -
104511006;luier stikstof
104512004;ammoniumion ion -
104513009;vruchtwater voorkomen onderzoek
104514003;forbes -
104515002;androstanediol glucuronide -
104516001;amylo ï geassocieerd eiwit
104518000;androstenediol -
104519008;androsteron -
104520002;angiotensine i
104521003;angiotensine ii
104522005;angiotensinogen -
104523000;anserina -
104524006;arginase -
104525007;arginine -
104526008;apolipoprote ï d
104528009;apolipoprote ï lpa -
104529001;apolipoprote ï lpq -
104530006;apo a
104531005;apo b
104532003;apolipoprote ï ne c
104533008;apolipoprote ï ne e
104534002;acidemie -
104535001;argininosuccinaat -
104536000;argininosuccinaatdefici ë ne
104537009;sclerose , totaal
104538004;asparagine -
104539007;oxaloacetaattransferase aminozuur transferase - alanine aminozuur transferase ratio
104540009;oxaloacetaattransferase -
104541008;benzoaat -
104542001;- alanine -
104543006;- aminoisobutyrate -
104544000;- endorfine -
104545004;- fructofuranosidase -
104546003;- hydroxybutyrate -
104547007;#NAAM?
104548002;- lipotropin -
104549005;#NAAM?
104550005;bilirubine creatinineklaring , renaal
104551009;galweg -
104552002;galweg zuur -
104553007;bilirubine - glucuronidated -
104554001;bilirubine albumine bound -
104556004;bilirubine ontlasting , qualitative
104557008;biopterin -
104558003;vitamine -
104560001;bradykinine -
104561002;calciferol binding , eiwit -
104562009;calcitonine provocatietest onderzoeken
104563004;calcium provocatietest onderzoeken
104564005;calcium / fosfaat bijschildklier provocatietest test
104565006;carbamoylfosfaatsynthetase -
104566007;carbonaat dehydratase -
104567003;koolzuur -
104568008;carbonyl hemoglobine -
104569000;carboxyhemoglobine kwantitatief
104570004;co - qualitative
104571000;cardiolipins -
104572007;carnitine acetyltransferase -
104573002;carnitine / creatinine ratio
104574008;carnosine -
104575009;katalase -
104576005;catecholamines , fractionated - provocatietest onderzoeken
104577001;catecholamines , totaal
104578006;catecholamines ( totaal bloed
104579003;catecholamines ( totaal urine
104580000;cathepsin - -
104581001;chenodeoxycholic acid -
104582008;chenodeoxycholylglycine -
104583003;high - totale cholesterol / hdl ratio
104584009;idl cholesterol
104585005;vldl
104586006;cholesterol / triglyceriden ratio
104587002;cholzuur -
104588007;chondroitin sulfaat -
104589004;bloed chloride
104590008;chloride vloeistof
104591007;cholecystokinin -
104592000;choleglobin -
104593005;cholestanol -
104594004;cholesterol esterase -
104595003;choriongonadotropine , alfa - subunit -
104596002;choriongonadotropine , intact -
104597006;chylomicronen
104598001;chymopapa ï ne -
104599009;chymotrypsine -
104600007;citrulline -
104601006;cobalamins , totaal
104602004;collagenase -
104603009;coproporphyrinogen - oxidase -
104604003;corticosteron
104605002;cortisol - jodothyronine vrij
104606001;11 - deoxycortisol provocatietest onderzoeken
104607005;11 - deoxycorticosterone -
104608000;cortisol , provocatietest onderzoeken
104612006;creatine
104613001;cpk mb
104615008;creatinine provocatietest onderzoeken
104616009;cryofibrinogeen -
104617000;cyanmethemoglobin -
104618005;cyclisch adenosinedeaminasedefici monophosphate / creatinine ratio
104619002;cyclisch guanosine monophosphate -
104620008;cystathionine -
104621007;cystine en cyste ï ne
104622000;cystinyl - aminopeptidase
104623005;cytochroom - c -
104624004;dehydroepiandrosterone -
104625003;delta - - pregnanetriol -
104626002;delta - aminolevulinezuur -
104627006;desoxycholaat -
104628001;glycinedesoxycholaat -
104629009;11 - deoxycorticosteroids provocatietest onderzoeken
104630004;deoxyhemoglobin -
104631000;deoxypyridinoline -
104632007;dermatan sulfaat -
104633002;desethylamiodarone -
104634008;acetoacetaat
104635009;acetoacetic acid - vocht
104636005;dicarboxylate c6 - c8 - c10 -
104637001;diethyl ether -
104638006;dihydrofolate -
104639003;dihydrolipoamide acetyl transferase -
104640001;b5 - reductasedefici ë ntie -
104641002;2 - - diphosphoglycerate -
104642009;dihydropteridinereductasedefici -
104643004;dinitrobenzene -
104644005;dipalmitoylphosphatidylcholine -
104645006;dopamine b è ta - hydroxylasedefici -
104646007;lecithine fosfor
104648008;elastase ii -
104649000;enolase -
104650000;enteroglucagon -
104651001;enteropeptidase -
104652008;enterotoxin -
104653003;epiandrosterone -
104654009;epinefrine provocatietest onderzoeken
104655005;epitestosterone -
104656006;ergocalciferol -
104657002;oestron
104658007;ethanolamine -
104659004;ethylmalonate -
104660009;folaat
104661008;ferrochelatase -
104662001;fibronectin -
104663006;flavineadeninedinucleotide -
104664000;follitropin provocatietest onderzoeken
104665004;follitropin / lutropin ratio
104666003;formate -
104667007;vrije inositol -
104668002;fructokinase -
104669005;glycated eiwit
104670006;fructose - bisphosphate aldolase
104671005;fructose
104672003;fumarase -
104673008;fumarate -
104674002;fumarylacetoacetate -
104675001;galactose - 1 - fosfaaturidyltransferasedefici - semi - quantitative
104676000;galactose provocatietest onderzoeken
104677009;galactose creatinineklaring , renaal
104678004;galactosylgalactosylglucosylceramidase -
104679007;- aminobutyraat -
104680005;- glutamylcyste ï ne synthetasedefici -
104681009;#NAAM?
104682002;maag inhibitoir polypeptide -
104683007;gastrine provocatietest onderzoeken
104684001;gastrine releasing polypeptide -
104685000;glucose csv - glucose plasma ratio
104686004;glucose bloed - strip
104687008;glucose tolbutamide test
104688003;glucose kwantitatief
104690002;glucose syndroom glucose dosis
104691003;glucose - 6 - fosfatase
104692005;glucose - 6 - fosfaat - dehydrogenase
104693000;glucosyl -
104694006;glutamaat - dehydrogenase
104695007;glutamaatdehydrogenase nad -
104696008;glutamaatdehydrogenase ntie -
104697004;glutamaat -
104698009;glutamine -
104699001;glutaryl - enzym -
104700000;glucose - 6 - fosfaat - dehydrogenase kwantitatief
104701001;g6pd - - beeldscherm
104702008;glutathione peroxidase -
104703003;glutathione - b5 -
104704009;glutathione - - -
104705005;glutathione ë ne
104706006;glyceraldehyde - fosfaat - dehydrogenase
104707002;glycated albumine
104708007;glyceraat -
104709004;glycerol -
104710009;glycinetest
104711008;glycogeenstapelingsziekte ë ne
104712001;glycolate -
104713006;glycoproteins -
104714000;glycosaminoglycans -
104715004;groeihormoondefici provocatietest onderzoeken
104716003;guanine deaminase -
104717007;haptoglobine fenotype f
104718002;hemoglobine - jodothyronine vrij
104719005;hemoglobine thermolabiel -
104720004;hemoglobine onstabiele -
104721000;hemopexin -
104722007;heparan sulfaat -
104723002;heptacarboxylporphyrin -
104724008;hexachlorophene -
104725009;hexokinase -
104726005;gm2 measurements
104727001;hippuran creatinineklaring , renaal
104728006;hippurate -
104729003;histidine luier lyase -
104730008;histidine -
104731007;homocarnosine -
104732000;homocitrulline -
104733005;homocyste ï ne ne
104734004;homocystine
104735003;waterstof -
104736002;waterstof sulfide -
104737006;hydroxycalcidiol -
104738001;hydroxycobalamin -
104739009;17 - ohcs -
104740006;17 - hydroxyketosteroids -
104741005;5 - hydroxyindolazijnzuur
104742003;hydroxylysine -
104743008;hydroxymethylglutaryl - lyase -
104744002;hypoxanthine -
104745001;hypoxanthine phosphoribosyl transferase -
104746000;mucopolysaccharidose ii -
104747009;indicans -
104748004;indolamine -
104749007;indole -
104750007;inhibin -
104751006;inosine -
104752004;ketose , totaal
104753009;insuline - jodothyronine vrij
104754003;insuline provocatietest onderzoeken
104756001;inter - trypsine remmers -
104757005;intrinsic factor -
104758000;inulin -
104759008;struma -
104760003;iodohippuran creatinineklaring , renaal
104761004;isocitraat dehydrogenase
104762006;isoleucine -
104763001;keratan sulfaat -
104764007;ketogeen steroids - fractionation
104765008;17 - ketosteroids -
104766009;17 - ketosteroids - totaal
104767000;kynurenate -
104768005;ketogeen steroids provocatietest onderzoeken
104769002;18 - hydroxy - corticosteroids -
104770001;18 - hydroxycorticosteron -
104771002;l - iditol - dehydrogenase
104772009;lactaat pyruvaat ratio
104773004;lactoferrine -
104774005;lactose -
104775006;lactose - urine kwantitatief
104776007;lactose - urine - qualitative
104777003;lecitineacyltransferase - -
104778008;leucine
104779000;witte esterase -
104780002;lipiden
104781003;lipiden nao cholesterol
104782005;lipiden nao fosfolipiden fosfor
104783000;lipiden - phospholipids -
104784006;lipiden nao triglyceriden
104785007;b è ta - lipoprote ï ne -
104786008;lipoprote ï ne fractions test
104787004;lipoproteine lipase
104788009;pre - b è ta - lipoprote ï ne -
104789001;lipoproteins -
104790005;lithocholzuur -
104791009;lipoproteine ultracentrifugeren en quantitation
104792002;lipoprote ï ne electrophoretic loslating en quantitation
104793007;lute ï niserend - hormoondefici door haarkleur comparison methode voor ovulatie -
104794001;stimulerend provocatietest onderzoeken
104795000;lutropin release dfactor
104796004;lysine -
104797008;lysolecithine acyltransferase -
104798003;lysozyme -
104799006;macroamylase -
104800005;macroglobulins -
104801009;malaat dehydrogenase
104802002;malonate -
104803007;mannitol creatinineklaring , renaal
104804001;vlees fibrae -
104805000;melanin -
104806004;menadione -
104807008;methane -
104808003;methcoproporphyrin -
104809006;methemalbumin -
104810001;methionine adenosyltransferase -
104811002;methionine -
104812009;methoxyacetate -
104813004;methylenetetrahydrofolate ë nad -
104814005;methylenetetrahydrofolate ë ntie -
104815006;methylmalonate -
104816007;methylmalonyl - mutase -
104817003;methyltestosterone -
104818008;mianserin -
104819000;microalbumine ne urine kwantitatief
104820006;microalbumine - urine semi - quantitative
104821005;mucoprote ï ne -
104822003;- acetyl - - glucosaminidase -
104823008;- acetyl - - glucosaminidase -
104824002;- acetylgalactosamine - sulfatase -
104825001;aandoening - sulfatase -
104826000;nadh - dehydrogenase
104827009;nadh - cytochroom - b5 b5 -
104828004;neurophysin -
104829007;neurotensin -
104830002;niacinedefici -
104831003;nitrite -
104832005;stikstof
104833000;niet - eiwit stikstof
104834006;noradrenaline abnormaal nao provocatietest onderzoeken
