SNOMED conceptID;SNOMED term
103879002;Weak D blood group typing	
103880004;E blood group typing	
103881000;Little e blood group typing	
103882007;E^w^ blood group typing	
103883002;Little f blood group typing	
103884008;G blood group typing	
103885009;V blood group typing	
103886005;Blood typing, RBC antigens from MNS system (ISBT 002)	
103886005;Blood typing, red blood cell antigens from MNS system (ISBT 002)	
103886005;Blood typing, red blood cell antigens from MNS system (International Society of Blood Transfusion 002)	
103887001;M blood group typing	
103888006;N blood group typing	
103889003;S blood group typing	
103890007;Little s blood group typing	
103891006;U blood group typing	
103892004;Mi^a^ blood group typing	
103893009;M^g^ blood group typing	
103894003;Blood typing, RBC antigens from P system (ISBT 003)	
103894003;Blood typing, red blood cell antigens from P system (ISBT 003)	
103894003;Blood typing, red blood cell antigens from P system (International Society of Blood Transfusion 003)	
103895002;Blood typing, RBC antigens from Lutheran system (ISBT 005)	
103895002;Blood typing, red blood cell antigens from Lutheran system (ISBT 005)	
103895002;Blood typing, red blood cell antigens from Lutheran system (International Society of Blood Transfusion 005)	
103896001;Lu^a^ blood group typing	
103897005;Lu^b^ blood group typing	
103898000;Au^a^ blood group typing	
103899008;Blood typing, RBC antigens from Kell system (ISBT 006)	
103899008;Blood typing, red blood cell antigens from Kell system (ISBT 006)	
103899008;Blood typing, red blood cell antigens from Kell system (International Society of Blood Transfusion 006)	
103900003;Js^a^ blood group typing	
103901004;Js^b^ blood group typing	
103902006;Kp^a^ blood group typing	
103903001;Kp^b^ blood group typing	
103904007;K blood group typing	
103905008;Little k blood group typing	
103906009;Blood typing, RBC antigens from Lewis system (ISBT 007)	
103906009;Blood typing, red blood cell antigens from Lewis system (ISBT 007)	
103906009;Blood typing, red blood cell antigens from Lewis system (International Society of Blood Transfusion 007)	
103907000;Le^a^ blood group typing	
103908005;Le^b^ blood group typing	
103909002;Le^ab^ blood group typing	
103910007;Blood typing, RBC antigens from Duffy system (ISBT 008)	
103910007;Blood typing, red blood cell antigens from Duffy system (ISBT 008)	
103910007;Blood typing, red blood cell antigens from Duffy system (International Society of Blood Transfusion 008)	
103911006;Fy^a^ blood group typing	
103912004;Fy^b^ blood group typing	
103913009;Blood typing, RBC antigens from Kidd system (ISBT 009)	
103913009;Blood typing, red blood cell antigens from Kidd system (ISBT 009)	
103913009;Blood typing, red blood cell antigens from Kidd system (International Society of Blood Transfusion 009)	
103914003;Jk^a^ blood group typing	
103915002;Jk^b^ blood group typing	
103916001;Jk3 blood group typing	
103917005;Blood typing, RBC antigens from Diego system (ISBT 010)	
103917005;Blood typing, red blood cell antigens from Diego system (ISBT 010)	
103917005;Blood typing, red blood cell antigens from Diego system (International Society of Blood Transfusion 010)	
103918000;Di^a^ blood group typing	
103919008;Di^b^ blood group typing	
103920002;Blood typing, RBC antigens from Yt system (ISBT 011)	
103920002;Blood typing, red blood cell antigens from Yt system (International Society of Blood Transfusion 011)	
103921003;Yt^a^ blood group typing	
103922005;Yt^b^ blood group typing	
103923000;Blood typing, RBC antigens from Xg system (ISBT 012)	
103923000;Blood typing, red blood cell antigens from Xg system (International Society of Blood Transfusion 012)	
103924006;Xg^a^ blood group typing	
103925007;Blood typing, RBC antigens from Scianna system (ISBT 013)	
103925007;Blood typing, red blood cell antigens from Scianna system (ISBT 013)	
103925007;Blood typing, red blood cell antigens from Scianna system (International Society of Blood Transfusion 013)	
103926008;Blood typing, RBC antigens from Dombrock system (ISBT 014)	
103926008;Blood typing, red blood cell antigens from Dombrock system (ISBT 014)	
103926008;Blood typing, red blood cell antigens from Dombrock system (International Society of Blood Transfusion 014)	
103927004;Do^a^ blood group typing	
103928009;Blood typing, RBC antigens from Colton system (ISBT 015)	
103928009;Blood typing, red blood cell antigens from Colton system (International Society of Blood Transfusion 015)	
103929001;Blood typing, RBC antigens from Landsteiner-Weiner system (ISBT 016)	
103929001;Blood typing, red blood cell antigens from Landsteiner-Weiner system (ISBT 016)	
103929001;Blood typing, red blood cell antigens from Landsteiner-Weiner system (International Society of Blood Transfusion 016)	
103930006;LW blood group typing (obsolete notation)	
103931005;Blood typing, RBC antigens from Chido/Rodgers system (ISBT 017)	
103931005;Blood typing, red blood cell antigens from Chido/Rodgers system (International Society of Blood Transfusion 017)	
103932003;Blood typing, RBC antigens from Hh system (ISBT 018)	
103932003;Blood typing, red blood cell antigens from Hh system (ISBT 018)	
103932003;Blood typing, red blood cell antigens from Hh system (International Society of Blood Transfusion 018)	
103933008;Blood typing, RBC antigens from Kx system (ISBT 019)	
103933008;Blood typing, red blood cell antigens from Kx system (ISBT 019)	
103933008;Blood typing, red blood cell antigens from Kx system (International Society of Blood Transfusion 019)	
103934002;Blood typing, RBC antigens from Gerbich system (ISBT 020)	
103934002;Blood typing, red blood cell antigens from Gerbich system (ISBT 020)	
103934002;Blood typing, red blood cell antigens from Gerbich system (International Society of Blood Transfusion 020)	
103935001;Blood typing, RBC antigens from Cromer system (ISBT 021)	
103935001;Blood typing, red blood cell antigens from Cromer system (ISBT 021)	
103935001;Blood typing, red blood cell antigens from Cromer system (International Society of Blood Transfusion 021)	
103936000;Blood typing, RBC antigens from Knops system (ISBT 022)	
103936000;Blood typing, red blood cell antigens from Knops system (ISBT 022)	
103936000;Blood typing, red blood cell antigens from Knops system (International Society of Blood Transfusion 022)	
103937009;Blood typing, RBC antigens from Indian system (ISBT 023)	
103937009;Blood typing, red blood cell antigens from Indian system (ISBT 023)	
103937009;Blood typing, red blood cell antigens from Indian system (International Society of Blood Transfusion 023)	
103938004;Blood typing, RBC antigens from Cost collection (ISBT 205)	
103938004;Blood typing, red blood cell antigens from Cost collection (ISBT 205)	
103938004;Blood typing, red blood cell antigens from Cost collection (International Society of Blood Transfusion 205)	
103939007;Blood typing, RBC antigens from Ii collection (ISBT 207)	
103939007;Blood typing, red blood cell antigens from Ii collection (ISBT 207)	
103939007;Blood typing, red blood cell antigens from Ii collection (International Society of Blood Transfusion 207)	
103940009;I blood group typing	
103941008;Little i blood group typing	
103942001;Blood typing, RBC antigens from Er collection (ISBT 208)	
103942001;Blood typing, red blood cell antigens from Er collection (ISBT 208)	
103942001;Blood typing, red blood cell antigens from Er collection (International Society of Blood Transfusion 208)	
103943006;Blood typing, RBC antigens from GLOBO collection (ISBT 209)	
103943006;Blood typing, red blood cell antigens from GLOBO collection (ISBT 209)	
103943006;Blood typing, red blood cell antigens from GLOBO collection (International Society of Blood Transfusion 209)	
103944000;P^k^ blood group typing	
103945004;P blood group typing	
103946003;Blood typing, RBC antigens from 210 collection (ISBT 210)	
103946003;Blood typing, red blood cell antigens from 210 collection (International Society of Blood Transfusion 210)	
103947007;Blood typing, RBC antigens, not in systems or collections classified by ISBT 1995	
103947007;Blood typing, red blood cell antigens, not in systems or collections classified by International Society of Blood Transfusion 1995	
103948002;Bg^a^ blood group typing	
103949005;i-1 blood group phenotype determination	
103950005;i-2 blood group phenotype determination	
103951009;I int phenotype determination	
103952002;Little p blood group typing	
103953007;M1 blood group typing	
103954001;P1 blood group typing	
103955000;P2 blood group typing	
103956004;Red cell antigen phenotyping, blood product unit	
103957008;Red cell antigen phenotyping, patient red cells	
103958003;Antibody screen, serum	
103959006;Antibody screen, cold absorption	
103960001;Antibody screen, eluate	
103961002;Antibody screen, prewarmed	
103962009;Antibody screen, rest absorption	
103963004;Antibody screen, warm absorption	
103965006;Pretreatment of RBC's for use in blood bank procedure	
103965006;Pretreatment of red blood cells for use in blood bank procedure	
103966007;Pretreatment of serum for use in blood bank procedure	
103967003;Antibody titration	
103968008;Anti-D titration	
103969000;Erythrocyte antibody concentration measurement	
103970004;Identification of antibody to RBC antigens from ABO system (ISBT 001)	
103970004;Identification of antibody to red blood cell antigens from ABO system (International Society of Blood Transfusion 001)	
103972007;B blood group antibody identification	
103973002;A,B blood group antibody identification	
103974008;A>1< blood group antibody identification	
103975009;Identification of antibody to RBC antigens from MNS system (ISBT 002)	
103975009;Identification of antibody to red blood cell antigens from MNS system (International Society Blood Transfusion 002)	
103976005;M blood group antibody identification	
103977001;N blood group antibody identification	
103978006;S blood group antibody identification	
103979003;Little s blood group antibody identification	
103980000;U blood group antibody identification	
103981001;Mi^a^ blood group antibody identification	
103982008;M^g^ blood group antibody identification	
103983003;Identification of antibody to RBC antigens from P system (ISBT 003)	
103983003;Identification of antibody to red blood cell antigens from P system (International Society of Blood Transfusion 003)	
103984009;P1 blood group antibody identification	
103985005;Identification of antibody to RBC antigens from Rh system (ISBT 004)	
103985005;Identification of antibody to red blood cell antigens from Rh system (International Society of Blood Transfusion 004)	
103986006;D blood group antibody identification	
103987002;C blood group antibody identification	
103988007;E blood group antibody identification	
103989004;Little c blood group antibody identification	
103990008;Little e blood group antibody identification	
103991007;Little f blood group antibody identification	
