conceptId;Beschrijving Google;conceptId;Beschrijving
77570000;Major thoracotomy met verwijdering van intrapleurale vreemd lichaam;77570000;extractie van vreemd voorwerp in pleuraholte via thoractomie
77615009;Resectie van aorta met anastomose;77615009;resectie van aorta met anastomose
77623006;Uitsnijden van tracheale tumor door cervicale benadering;77623006;transcervicale excisie van tumor van trachea
77635005;Bottransplantaat rib met microvasculaire anastomose;77635005;botgreffe van rib met microvasculaire anastomose
77648009;Excisie van letsel long;77648009;resectie van longletsel
77664001;Suture van plexus brachialis;77664001;sutuur van plexus brachialis
77665000;Ventrohysteropexy;77665000;ventrohysteropexie
77682003;Vernietiging van letsel van scrotum;77682003;destructie scrotaal letsel
77687009;Chirurgische occlusie van de bovenste ledematen aderen;77687009;chirurgische occlusie van vene van bovenste lidmaat
77688004;Cauterisatie van het strottenhoofd;77688004;cauterisatie ter hoogte van de larynx
77707003;Reconstructie van de duim met bottransplantatie en huidtransplantatie;77707003;reconstructie van de duim met bot - en huidgreffe
77726006;Facial rhytidoplasty;77726006;operatie gelaat ter behandeling rimpels huid
77770002;Gasser ganglionectomy;77770002;ganglionectomie van ganglion trigeminale
77772005;Incisie en drainage van de oogbol;77772005;incissie en drainage van oogbol
77773000;Angiectomy met graft vervanging van de abdominale ader;77773000;angi ë ctomie met greffe vervanging van abdominale vene
77790006;Omzetting van het weefsel van de slokdarm;77790006;transpositie van slokdarmweefsel
77811003;Verkenning van de perifere zenuwen;77811003;exploratie van een perifere zenuw
77821006;Gedeeltelijke excisie van middenhandsbeentje;77821006;partiele excisie van metacarpaal
77878003;Von Kraske operatie , proctectomy;77878003;Von Kraske proctectomie
77882001;Gesloten reductie van fractuur van ellepijp;77882001;gesloten reductie van een ulnafractuur
77902002;Vaginale hysterectomie met gedeeltelijke colpectomy;77902002;Vaginale interadnexi ë le hysterectomie met parti ë le colpectomie
77903007;Tenolysis van strekpees van de pols;77903007;tenolyse van extensorpees van de pols
77914005;Aspiratie van peesschede;77914005;aspiratie van een peesschede
77928004;Het inbrengen van botgroei stimulator in opperarmbeen;77928004;insertie van een botstimulator in de humerus
77930002;Transplantatie van slagader;77930002;transplantatie van arterie
77950003;Reparatie van het netvlies voor netvliesloslating door cryotherapie;77950003;herstel van retina voor retinaloslating met cryotherapie
77974000;Biopsie van supraglottische massa;77974000;biopsie van letsel supraglottis
78007008;Canulatie van ampulla van Vater;78007008;cannuleren van de ampulla van Vater
78051004;Supracondylar osteotomie van femur;78051004;supracondylaire osteotomie van het femur
78062004;Sluiting van vaginovesical fistel;78062004;herstel van vesicovaginale fistel
78072001;Sluiting van de urethra fistel;78072001;herstel fistel van de urethra
78110003;Vernietiging van letsel van vaatvlies door implantatie van de stralingsbron;78110003;destructie van choroidaal letsel door implantatie van radiatiebron
78121007;directe laryngoscopie;78121007;directe laryngoscopie
78133002;Endoscopische excisie van de laesie van de dikke darm;78133002;endoscopische excisie van colonletsels
78143004;Open reductie van proximale tibiofibulare gezamenlijke dislocatie met uitsnijding;78143004;open reductie en excisie van luxatie van proximaal tibiofibulair gewricht
78203001;Cryochirurgie van letsel van de baarmoederhals;78203001;cryochirurgie van leasie van cervix
78210007;Insnijding van oksel;78210007;incisie ter hoogte van de oksel
78216001;Corneoscleral hechtdraad met conjunctivale flap;78216001;corneosclerale hechting met conjunctivale flap
78233008;Suture van buikvlies;78233008;hechten van het peritoneum
78283003;Brede excisie van kwaadaardige laesie van de cervicale slokdarm;78283003;brede excisie van maligne letsel in cervicale slokdarm
78285005;Pleuropexy;78285005;pleuropexie
78290008;Magneet extractie van vreemd lichaam van iris;78290008;verwijderen vreemd voorwerp van iris met magneet
78297006;Doorsnijding van supraorbital zenuw;78297006;transsectie van n supra - orbitalis
78299009;Kern naald biopsie van rectum;78299009;holle naaldbiopsie van het rectum
78315000;Pharyngotomy;78315000;faryngotomie
78321001;Endoscopie van de mond;78321001;endoscopie van de mond
78328007;Aspiratie van de eileider;78328007;apiratie van eileider
78338002;Radical fasciectomie van fascia plantaris;78338002;radicale plantaire fasciectomie
78342004;Radicale resectie van de tumor van zacht weefsel van schoudergebied;78342004;radicale resectie van tumor van zacht weefsel van de schouderregio
78384007;omentectomie;78384007;omentectomie
78391005;Debridement van het onderhuidse weefsel;78391005;debridement wonde / subcutis
78397009;Reconstructie van het ooglid met haarfollikel graft;78397009;reconstructie van ooglid met greffe haarfollikel
78415004;Kapselvorming release voor parese Erb ' s;78415004;losmaken van kapselcontractuur bij erb ' s palsie
78426005;Injectie van de mond;78426005;mond injectie
78432000;intraveneuze anesthesie;78432000;intraveneuze anesthesie
78488009;Insnijding van pleura;78488009;incisie van pleura
78517009;Verwijding van de eileider;78517009;dilatatie van eileider
78533007;Irrigatie van de urineblaas;78533007;irrigatie van het blaas
78546002;Transplantatie van bijschildklier;78546002;transplantatie van bijschildklier
78565005;Verdeling van gewrichtskapsel van de heup;78565005;verdelen van het heupgewrichtskapsel
78566006;verloskundige implantatie;78566006;obstetische implantatie
78579002;Echografie van retroperitoneum;78579002;echografie retroperitoneum
78585009;Transurethrale elektroresectie van blaashals;78585009;transurethrale resectie blaashals met electro - cauterisatie
78603008;Biopsie van de long;78603008;biopsie van de long
78611003;Z - plasty van epicanthus;78611003;Z - plastie epicanthus
78635008;Herpositionering van afwijkende renale schepen;78635008;repositioneren van aberrante renale bloedvaten
78646006;Ileoentectropy;78646006;entectropie gastrectomtr
78651000;Insnijden van abcessen of zaadleider;78651000;incisie abces vas deferens
78656005;laparoscopische fundoplicatie;78656005;laparoscopische fundoplicatie
78657001;Gedeeltelijke ostectomy van radius en ulna;78657001;partiele excisie van radius en ulna
78681008;Excisie van letsel van liesstreek;78681008;excisie van letsel ter hoogte van de inguinale regio
78706005;Radicale lymfeklierdissectie van de nek regio;78706005;radicale lymfeknoop dissectie van nek regio
78739008;Chirurgische occlusie van buikslagader;78739008;chirurgische occlusie van abdominale arterie
78766008;Het inbrengen van neussonde voor intestinale decompressie;78766008;plaatsen van een nasogastrische sonde voor darmdecompressie
78785006;Amputatie van de teen op interfalangeale gewricht;78785006;amputatie van de teen doorheen een interfalangeaal gewricht
78786007;Verwijdering van interne fixatie - apparaat van vingerkootjes van de voet;78786007;verwijderen van inwendige fixatie van een falanx van de voet
78788008;Uitsnijden van vooravond van de aortaklep;78788008;excisie aorta klepblad
78790009;Verkenning van de gehoorzenuw;78790009;exploratie van n . cochlearis
78800009;Colpohysterectomy;78800009;colpohysterotomie
78824001;Reparatie van traumatische hernia diafragmatica , acute;78824001;herstel van acute traumatische diafragmatische hernia
78830001;Resectie van borstbeen;78830001;sternumresectie
78861005;Donor hepatectomy met de voorbereiding en het onderhoud van homograft;78861005;donor hepatectomie met preparatie van de homograft
78899003;Instrumentale omzetting van positie;78899003;instrumentale conversatie van foetaal hoofd
78899003;Instrumentale omzetting van positie;78899003;instrumentale conversatie van foetaal hoofd
78915009;Franco verrichting voor suprapubic cystotomy;78915009;Franco operatie voor suprapubische cystotomie
78917001;Reparatie van het netvlies voor netvliesloslating door fotocoagulatie;78917001;herstel van retina voor retinaloslating met fotocoagulatie
78925004;Ileoileostomy;78925004;ileo - ileale anastomose
78969006;Ligatie van spataders van de bovenste ledematen;78969006;ligatuur van variceuze vene van bovenste lidmaat
79003003;Suture van ligament;79003003;hechting van ligament
79025009;Thrombectomy van aortaboog;79025009;trombectomie van aortaboog
79052004;Arthrotomie met verkenning van metatarsofalangeale gewricht;79052004;exploratieve arthrotomie van metatarsophalangeaal gewricht
79073004;Venografie van de onderste extremiteit;79073004;venografie van onderste lidmaat
79093007;Craniotomie bij de behandeling van doordringende wond van hersenen;79093007;craniotomie met behandeling van penetrerende wonde
79097008;Sphenoid endoscopie met biopsie;79097008;diagnostisch endoscopisch onderzoek met biopsies van sinus sfeno ï dalis
79105008;Verwijdering van elektronische hart inrichting , myocard elektrode;79105008;verwijderen electronisch hart systeem , myocardiale electrode
79107000;Plooien van sclera voor knik;79107000;plooien van sclera voor buckling
79121003;Biopsie van de maag;79121003;biopsie van de maag
79145004;Primaire reparatie van gescheurd ligament en de capsule van de knie , kruisband;79145004;herstel van kruisband en kaspsel van de knie
79165006;Verandering van cystostomy buis;79165006;wissel suprapubische sonde
79170004;Ileoduodenotomy;79170004;ileoduodenotomie
79181001;Cystourethroscopy met verwijding van urethrale vernauwing;79181001;cystourethroscopie met dilatatie van urethra - strictuur
79182008;Posterior scheenbeen artery bypass graft met ader;79182008;bypass greffe met vena van de arteria tibialis posterior
79185005;Thyroidectomy van de resterende weefsel;79185005;thyro ï dectomie van achtergebleven weefsel
79253003;Arrestatie van botgroei van femur;79253003;groeistop van het femur
79259004;Extractie van secundaire membraan door needling;79259004;extractie van secundair membraan door needling
79272003;Verdeling van cerebrale traktaten;79272003;scheiden van cerebrale tracti
79278004;Insnijding van traan punctum;79278004;insicioneel vergroten van traanpunt
79345008;Excisie van bovenkaak Torus Palatinus;79345008;verwijderen maxillaire torus
79346009;Percutane naald biopsie van het ruggenmerg;79346009;percutane naaldbioptie van een ruggenmergletsel
79373005;Omzetting procedure van de dunne darm;79373005;small inal liesbreukherstel van de en gr ê le procedure
79424002;Diepe snede met het openen van het bot cortex van de thorax;79424002;Diepe incisie met openen van corticaal bot van de thorax
79433000;Sluiting van de colon fistel;79433000;sluiten van een colonfistel
79443002;Substernale thyroidectomy door borstbeen split benadering;79443002;substernale thyro ï dectomie via sternale split
79457000;Excisiebiopt van de tibia;79457000;excisionele biopsie van de tibia
79464003;Omzetting van de baarmoeder weefsel;79464003;transpositie van uterien weefsel
79467005;Verwijdering van nasale verpakking;79467005;verwijderen van nasale packing
79485003;Verwijdering van vreemde lichaam van de spieren;79485003;verwijderen van vreemd lichaam uit spier
79504004;Artroscopie van de hand;79504004;arthroscopie van de hand
79507006;Carotis - vertebrale artery bypass graft met ader;79507006;arteria carotis - arteria vertebrale veneuze bypass
79516005;renale arteriografie;79516005;arteriografie van arteria renalis
79518006;Ossiculectomy met tympanoplasty herziening;79518006;ossiculectomie met revisie van tympanoplastie
79526003;Excisiebiopt van het bot van de radius;79526003;excisiebiopsie van de radius
79538007;Decompressie van thoracale uitlaat door tenotomie;79538007;thoracic outlet decompressie door tenotomie
79558008;Reparatie van nasale botten;79558008;osteoplastie van neusbeenderen
79575002;Verwijdering van intra - uteriene verpakking;79575002;verwijderen van uteriene taponnade
79583008;Intubatie voor maag decompressie;79583008;maagsonde voor maagdecompressie
79611007;Extracapsulaire extractie van cataract door curette evacuatie;79611007;extracapsulaire cataract extractie
79613005;Het inbrengen van de buis in het rectum;79613005;plaatsen van een rectale tube
79614004;Aneurysmectomy met graft vervanging van de abdominale ader;79614004;aneurysmectomie met greffe vervanging van abdominale vene
79620003;Biopsie van uitwendige oor;79620003;biopsie van het buitenoor
79632004;Exarticulatie van de teen;79632004;desarticulatie van een teen
79661003;Open reductie van gescheiden epiphysis van opperarmbeen;79661003;open reductie van de epifyse van de humerus
79670000;Gesloten reductie van fractuur van het scheenbeen en kuitbeen met interne fixatie;79670000;gesloten reductie en inwendige fixatie van een tibia - en fibulafractuur
