conceptId;Beschrijving;conceptId;Beschrijving thot
36412004;manipulatie van thymus;36412004;manipulatie van thymus
36436000;excisie lesie wenkbrauw;36436000;excisie wenkbrauwen
36439007;excisie van varicocoele;36439007;varicocelectomie
36453007;verdelen van spier;36453007;spierloslating
36460001;open reductie van neusfractuur;36460001;open reductie van neus fractuur
36488007;anale biopsie;36488007;biopsie anus
36496002;uretero - caliciale anastomose;36496002;ureterocaliceal shunt
36498001;exploratie van arteria thoracalis;36498001;exploration van arterie
36503003;blaasbiopsie;36503003;biopsie blaas
36507002;arthrotomie en exploratie van het CMC gewricht;36507002;heupprotese infectie met exploration van carpometacarpale gewricht
36508007;duodenalal liesbreukherstel van l é sion en duod é num of;36508007;diathermie van van duodenum
36511008;Injectie in binnenoor;36511008;injectie naar binnenoor
36525009;incisie en drainage van hoog supralevatorisch abces;36525009;drainage via de incisie van supralevator abces
36552004;fijne naaldbiopsie van het bijnier;36552004;dunnenaaldaspiratie van bijnier
36563001;tenodese voor bicepspeesruptuur ter hoogte van de elleboog;36563001;tenodese voor bicepspeesruptuur ter elleboog
36593007;verlenging van fascia van de hand;36593007;verlenging van fascia hand
36673005;intradermale injectie;36673005;intradermale injectie
36710006;teenamputatie doorheen het metatarsophalangeale gewricht;36710006;teenamputatie ter middenvoetsbeengewricht
36714002;voorbereiding van greffe van pedikel van oor;36714002;oor pedicle transplantaat preparation
36732002;pyelolithotomie;36732002;niersteenverwijdering
36767002;reduceren van een maagvolvulus;36767002;reductie van maag
36777000;debridement;36777000;wondtoilet
36777000;uitruimen;36777000;wondtoilet
36812006;iridectomie;36812006;iridectomie
36837001;curretage van goedaardige tumor van de clavicula;36837001;curettage benigne clavicula
36861008;infiltratie in bursa van de hand;36861008;injectie naar bursa hand
36884001;herstel van recidiverende patellaluxaties;36884001;herstel van chronische dislocatie van
36889006;gastropexie;36889006;gastropexie
36890002;tijdelijke ondersteuning van hartfunctie met kunsthart;36890002;tijdelijke open hartmassage met kunsthart
36895007;exploratie orbita;36895007;exploration van orbita
36910002;craniectomie;36910002;crani ë ctomie
36917004;esophageal liesbreukherstel van de en oesophagienne Incision;36917004;van web
36936009;thoracotomie met hartmassage;36936009;grote thoracotomie met hartmassage
36938005;tattoe ë ren van de huid;36938005;tatoe ë ren huid
36939002;open reductie van fractuur van de femur;36939002;open reductie van fractuur
36946006;epididymectomie;36946006;epididymectomie
36962000;arthrodese met autogreffe van interphalangeaal gewricht van een vinger met interne fixatie;36962000;vingerartrodese met inwendige fixatie met autograft
36969009;plaatsing van stent in coronaire arterie;36969009;coronaire arteriestentplaatsing
36969009;plaatsing van stent in coronaire arterie;36969009;coronaire arteriestentplaatsing
36984000;sluiten van een ileale fistel;36984000;herstel van ileum fistel
36995006;drainage van het buitenoor;36995006;drainage van oor
37002005;destructie van chorioretinaal letsel met cryotherapie;37002005;van chorioretinale aandoening door cryotherapie
37011005;directe trombectomie van de vena iliaca communis via abdominale en been incisie;37011005;directe trombectomie vena iliaca door buik en onderste incisie
37025006;transplantatie van schildklierweefsel;37025006;van schildklier
37034001;ligatuur van arterioveneuze fistula van coronaire arterie;37034001;arterioveneuze fistel - ligatuur arterie
37053006;open reductie en inwendige fixatie van een humersfractuur;37053006;open reductie van fractuur met inwendige fixatie
37073001;labyrinthdecompressie;37073001;decompressie labyrint
37090007;arteriografie van placenta;37090007;placentography
37115004;parti ë le ligatuur van vena femoralis;37115004;onderbinden van vena femoralis partieel
37127001;injectie binnenoor met alcohol;37127001;injectie binnenooranomalie met alcoholmisbruik
37132000;anastosmosis van arterie bij middel van sutuur van distale naar proximale einde;37132000;anastomose , arteria - ligatuur van onderste eind van van bovenste deel
37142003;open reductie van fractuur van de ulna;37142003;open reductie van fractuur
37149007;vernietigen van retroperitoneale cyste;37149007;van retroperitoneale cyste
37158000;verkleining van de billen;37158000;reductie buttocks
37179000;oesofago - duodenale anastomose met dundarm interpositie;37179000;esophagoduodenal shunt met interposition van dunne darm
37182005;corneosclerale hechting;37182005;corneoscleral hechting
37184006;enucleatie van een levercyste;37184006;enucleatie van lever
37191009;wigosteotomie van de radius;37191009;teennagelwig osteotomie radius
37208002;verwijderen van inwendige fixatie van de radius en ulna;37208002;verwijdering van interne fixatie radius
37210000;afbinden van de ductus paroticus;37210000;ligatuur van speekselklier ductus
37212008;oppervlakkige biopsie van het bot met een trocart;37212008;trocar biopsie , oppervlakkige
37236007;dermobrasie;37236007;huidabrasie
37245008;sluiten van een duodenostomie;37245008;herstel duodenostomie
37256008;herstel oogbol na ruptuur;37256008;herstel van oog en ruptuur
37267009;hechten van de spinale meningen;37267009;hechting van spinale meningen
37271007;herstel symblefaron;37271007;herstel van conjunctiva
37307009;Rx nasofarynx;37307009;r ö ntgenfoto van neuskeelholte
37317004;wedge osteotomie van metatarsaal;37317004;teennagelwig osteotomie van middenvoetsbeen
37326001;transplantatie van weefsel van de thoraxwand;37326001;transplantatie , weefsel borstkas
37332006;verwijderen van scleraal vreemd voorwerp met magneet;37332006;magnet bevalling van sclera
37363005;parti ë le coccyxresectie;37363005;parti coccygectomie
37374001;incisie van de patella;37374001;van patella
37391002;complete avulsie van de n . facialis ( VII );37391002;avulsie van nervus facialis , volledig
37402004;open drainage appendiculair abces;37402004;drainage via de incisie van appendix
37403009;ERCP met papillotomie;37403009;sfincterotomie , sfincter van oddi door cholangiopancreatografie
37403009;ERCP met papillotomie;37403009;sfincterotomie , sfincter van oddi door cholangiopancreatografie
37412006;mobiliseren van het colon voor interpositie;37412006;excisie van dikke darm en interposition
37422000;artroscopisch geassisteernde voorste kruisband reconstructie;37422000;arthroscopically aided in ligamentum cruciatum anterius reconstructie
37444005;fasciotomie van het flexorcompartiment van de onderarm;37444005;decompressie fasciotomie van flexor compartment
37460009;extensieve clitoridectomie;37460009;extensive clitoridectomie
37499001;trombectomie van abdominale arterie;37499001;trombectomie abdominale arterie
37541000;Rx retroperitoneum;37541000;radiografie , retroperitoneale
37572001;endorectale resectie;37572001;endorectal resectie
37576003;oesofagoscopie met excisie van letsel;37576003;endoscopische slokdarmletselexcisie
37593003;totale resectie van het ileum;37593003;totale ileumresectie
37596006;d é bridement van open fractuur van de ulna;37596006;gecompliceerde fractuurdebridement ulna
37625005;Herstel entropion;37625005;entropion herstel
37646001;synovectomie van extensorpeesschede van de voet;37646001;synovi ë ctomie van strek peesschede voet
37653005;herstel van mediastinocutane fistel;37653005;herstel mediastinocutaneous fistel
37679001;dermabrasie van littekens in het aangezicht;37679001;huidabrasio facialis litteken
37692003;verwijderen van galsteen uit het colon;37692003;verwijdering galstenen in colon
37741003;excisie van laesie van de voorste oogsegment;37741003;excisie van voorste oogsegment
37793001;herstel van pleura;37793001;herstel van
37804007;excisie van letsel ter hoogte van de parotis;37804007;excisie van klier
37820002;verwijderen van galstenen uit duodenum;37820002;verwijdering van galblaas van duodenum
37828009;hechten van de dunnedarm op colon;37828009;hechting van dunne darm met colostomie
37848002;herstel van de peesschede;37848002;hechting van peesschede
37853007;stripping van abdominale variceuze vene;37853007;stripping abdominale veneuze spataderen
37862009;Incisie met openen van de cortex van de pols;37862009;diepe incisie met lichaamsopeningen van cortex pols
37867003;herstel atrioventriculair kanaal defect met prothese;37867003;herstel atrioventriculair kanaal defect met prothese
37883003;excisie presacraal letsel;37883003;excisie presacrale laesie
37897006;verwijderen van intra - aortische ballon met herstel van aorta;37897006;verwijdering van de intra - met herstel aorta
37903002;incisie en drainage van peri - rectaal abces;37903002;drainage via de incisie van abces
37924007;subcutane anale fistulectomie;37924007;anale fistelexcisie subcutaan
37945000;substernale thyro ï dectomie via cervicale weg;37945000;substernale thyro ï dectomie door cervicale
37958004;verwijderen van scleraal vreemd voorwerp door incissie;37958004;verwijdering van door incisie
37963000;herstel van de musculus serratus anterior;37963000;herstel serratus anterior
37983004;aanleggen craniale zenuwgreffe;37983004;nervus transplantaat
37990009;transverse tarsometatarsale arthrodese;37990009;tarsometatarsaal ( fusie transversum
37996003;volledige excisie van de scapula;37996003;totale scapulectomy
38014004;revisie polsdesarticulatie;38014004;disarticulatie via pols reamputation
38015003;partiele excisie van de talus;38015003;partieel talus
38018001;aanleggen fenestratie van trommelvlies;38018001;fenestration trommelvlies
38020003;hechting van ligament van bovenste lidmaat;38020003;hechting van bovenste extremiteit
38036001;excisie van neurinoma van n ischiadicus;38036001;excisie neuroom van de nervus ischiadicus
38043007;implantatie van prothese in eileider;38043007;implantatie van naar eileider
38071001;reductie van schedelfractuur;38071001;reductie van fractuur
38072008;lysis perirenale adhesies;38072008;perinefritisch adhesiolyse
38075005;clipping vena cava inferior , compleet;38075005;clipping vena cava inferior volledig
38077002;uitdrukken van talgklier;38077002;manual expression van talgklieren
38083004;herstel nasofaryngeale atresie;38083004;herstel van nasofaryngeale atresie
38097007;excisionele biopsie van de fibula;38097007;biopsie fibula
38102005;cholecystectomie;38102005;cholecystectomie
38147006;transpositie van mesenterieel weefsel;38147006;transpositie mesenterische weefsel
38162008;desarticulatie van de heup;38162008;heupamputatie
38188006;doornemen van het gewrichtskapsel van de schouder;38188006;verwijderen gewrichtskapsel schouder
38192004;incisie van het ovarium;38192004;van ovarium
38210002;ligatuur van een abnormale vene en de vena cava superior;38210002;ligatuur van verbinding tussen anomalous en vena cava superior
38213000;sluiten van een entero - cutane fistel;38213000;sluiting van de huid
38249004;herstel van intra - abdominale arterie met veneuze greffe;38249004;herstel met vena transplantaat abdominale arterie
38255009;lokale destructie van een letsel van de elleboog;38255009;lokale cryochirurgie van elleboog
38260008;tromboendarteri ë ctomei van abdominale arterie;38260008;endarterectomie van buik arterie
38308001;vergroten van horizontale ooglidspleet;38308001;vergroting palpebral ulcus
38315009;herstel van pacemaker met vervangen van pulsgenerator;38315009;herstel pacemaker met implantatie van pols generator
38340002;implantatie van tijdelijke atriale pacemaker langs transveneuze weg;38340002;tijdelijke van hartpacemaker naar atrium door transvenous toediening
38375002;sinusotomie , multipel;38375002;sinusotomy , multipele
38430001;autologe greffe oorkraakbeen naar de neus;38430001;autologe transplantatie oor chondropathie van neus
38432009;complexe leverhechting;38432009;gecompliceerde hepatorrhaphy
38435006;sequestrectomie van een falanx van de voet;38435006;sequestrectomie van phalanges van voet
38436007;ballontamponade ter hoogte van de oesofago - gastrische overgang;38436007;esophagogastric tamponade met transluminale
38443001;Vaginale implantatie van radium;38443001;radium implantaat in vagina
