SNOMED conceptID;Thot vertaling
60892005;jejunojejunostomy
60906000;aluminium weefsel
60907009;peritoneale verklevingen verwijderen van middenoor
60921006;lokale van gewricht van voet en teen
60923009;synoviaal vocht celtelling
60930003;van pulley meter
60941001;flebectomie
60948007;biopsie gewricht , hand vinger
60953002;laterale canthopexy
60954008;oesofagostomie , cervicale
60955009;assisting inspanning
60981008;reopening van osteotomie plaatsen
60985004;implantatie van transseksueel - oogkamer , implantatie
60992009;hepatitis e - antigeen
60993004;flebectomie met transplantaat vervanging van bovenste extremiteit
61021001;anesthesie en thoracotomie operatie van pleura
61027002;verwijdering van structuren
61034000;voorste drawer -
61039005;heupartrodese met subtrochantaire osteotomie
61049008;endoscopische verwijdering gal van ductus pancreaticus
61052000;larynxherstel open reductie van fractuur
61054004;ziekte plethysmografie
61060004;osteotomie humerus
61061000;colony - forming - units - granulocyten - macrofagen spiegel
61063002;ureterostomie
61065009;molybdenum -
61081004;anesthesie en verrichting venen van onderarm , hand
61082006;hepatitis d - antistof
61087000;protriptyline -
61090006;kroon , volledige cast high noble metalen
61101000;boric zuur - urine
61109003;oncologie , radio - naevus film interpretation en verification
61124007;endoscopie van huidadnexen
61125008;aortofemoral van arteria poplitea - in - situ vena bypass
61147008;r ö ntgenfoto van weke delen van
61151005;cholecystopancreatostomy
61160002;directe arterioveneuze
61166008;aneurysmectomie aorta ascendens
61167004;tsh
61174009;transpositie van de eierstok
61186007;inspuiting van middenoor
61192001;aortopulmonaal venster herstel
61193006;exploration in de uitwendige gehoorgang
61194000;herstel loslating choro ï d en retina door galvanocauterisatie
61206002;artrotomie wervelkolom
61218006;excisie van meckel
61220009;verwijdering van uitwendige oog , sclera nonperforating
61223006;torsie veranderd - met recording
61235005;herstel aneurysma met transplantaat aberrant door thoracotomie
61239004;excisie van tarsalia botplaat door teennagelwig resectie
61240002;incisie en exploration van de epididymis
61241003;phytanate -
61247004;tenotomie ( tensor tympani
61259000;elektrostimulatietherapie voor bot genezing
61273009;antistof rotavirus
61280006;manipulatie van onderste extremiteit
61285001;ovulatie - inductie
61289007;interferon ziekte spiegel
61301009;drainage via de incisie van
61303007;open tenotomie van iliopsoas
61305000;hervormen tepelvormig antrum
61307008;drainage van fascia palmaris
61310001;oestriol voedingsstoornis onderwijzen
61318008;anesthesie en radicale castratie liesbreuk
61319000;tellurite reductie test
61322003;strapping van van velpeau type
61323008;drainage van pees van hand
61324002;bevalling onderwijs tour
61326000;hepatectomie ( totaal rechts lobectomie (
61327009;paracentese de tumor
61328004;gastroduodenoscopy
61338009;stain , alfa - naphthyl acetate - en beenmerg
61339001;katheterisatie met bronchiale brush biopsie
61353001;herstel van obstetrische scheur van
61354007;verwijdering van hand
61358005;geneesmiddelscreening voor alkaloids
61361006;rode cel survival functieonderzoek voor milt en lever sequestratie
61365002;multipele transections van spieren , oog twee of meer spieren
61368000;r ö ntgenfoto van wervelkolom met flexion en extension test
61381007;van hals
61392008;orbitaplastiek herstel bekkenbodem
61404002;o ö foropexie
61417004;crush - letsel galweg calculus
61420007;sondevoeding
61421006;radiometric test slow growing mycobacterium
61423009;anesthesie en verrichting arterie van schouder en axilla
61431004;hemolysin test - immunisatie
61436009;psychoanalysis
61439002;van congenitale septum uterus
61440000;herstel scheur of defect door diathermie
61443003;excisie van van de traanzak
61461007;enzyme - immunoassay - competitive
61473007;detorsion ovarium
61477008;incisie en exploration van lever
61480009;geneesmiddeldetoxificatie ,
61487007;excisie van en transplantaat
61488002;fysiotherapeutische beginlaesies onderzoek voor orthotic program
61498008;volledige uitwendige hemorro ï dectomie
61501008;forensische autopsie , extensive
61502001;intentie activiteiten voor strengthening
61509005;acetabuloplasty - colonna type nao
61518007;diagnostische echo - overdraagbare
61520005;totale osteoplasty van kaak
61522002;atriale septectomy door blade - kleuring
61524001;resectie van exteriorized segmentectomie van
61533004;aanpassing , shoe
61535006;van milt
61543001;wigand van obstetrische version
61553000;oftalmische biometry door echo diagnostische echo - overdraagbare
61557004;vervangingsartroplastiek
61561005;van larynx
61579009;drainage van periapicaal structuren
61583009;sequestrectomie van tarsals en metatarsals
61586001;vacu ü mextractie
61589008;incisie en exploration van frontonasal ductus
61593002;echografische guidance nao
61594008;sputumkweek
61600000;opheffing van jejunoileal bypass
61601001;submandibulaire incisie
61611008;biopsie carpals en metacarpals
61646000;respiratoire quotient -
61656001;corpus functie training activiteit
61661004;voetoperatie
61667000;hoog selectieve vagotomie
61676007;reductie van gesloten metatarsophalangeaal gewricht ontwrichting
61690005;fenestration binnenooranomalie met transplantaat
61702004;herstel van vulva
61710003;gedeeltelijke verwijdering van scapula
61717000;exploration arm
61718005;image analyse , karyometry
61732007;trephine sclerectomy
61735009;hepatoduodenostomy
61740001;cannulatie voor hemodialyse vena - veneuze
61746007;taking pati ë vitale symptomen
61759004;open reductie van sternoclaviculair luxatie acute , fascia transplantaat
61761008;inspuiting van phenol naar zenuwletsel
61769005;verwijderen sympathische ganglia
61771005;kweek nao biologische indicator
61774002;rotator cuff herstel ligatuur
61779007;replantatie implantatie van oogbol met conjunctiva transplantaat
61784001;verwijdering maagballon
61786004;verwijdering van zonder incisie
61788003;ward ontlasting guajac test
61792005;cr 2 receptor -
61797004;verwijdering ureterostomie eustachius
61798009;ligamentous vervanging van knie , extra - gewricht
61801003;pati ë verwijzingen nao voor psychiatrische nabehandeling
61805007;hemolysin test , , bifasisch
61815001;protection van individu van surroundings
61820001;katheterisatie wervelkanaal voor infusie van therapeutische stof
61825006;intraoperatieve occlusie van onderste extremiteiten
61829000;curettage , spier
61832002;echocardiografie voor determining mitralis -, aorta - en tricuspidalisklep beweging
61836004;b è ta - lactamase diathesis test
61844004;cauterisatie van oor
61854000;gewrichtsstabilisatie
61855004;artroplastiek van carpocarpal gewricht zonder implantaat
61875008;van arterie van bovenste extremiteit
61876009;transpositie van hand spier oorsprong
61877000;herstel van inwendige of complex fistel trachea
61887001;vasculaire diagnostische verrichting peesschede
61890007;cauterisatie van voor entropion
61892004;herstel met advancement
61893009;laparoscopische behandeling van zwangerschap met ovariectomie
61902006;anale pectenotomy
61911006;bloedgassen nao veneuze -
61916001;injectie naar beenmerg
61919008;lavementtoediening
61924006;ontharing uit oor
61928009;plaatjestelling
61938004;borstreconstructie met vrij weefsellap
61943006;rode antistof test met albumine
61950005;excisie neuroom huidzenuw
61952002;implantatie diaphragmatica pacemaker
61965006;van hersensinus
61966007;antidiuretisch hormoon
61982008;echocardiografie voor determining pericard
61983003;anesthesie en radicale verrichting mamma
62006009;excisie van baker
62013009;ambulating pati ë nt
62021003;pari ë tale , maag - gezwel f
62022005;anesthesie en radicale hysterectomie
62037009;cortisol
62057008;baarmoederdilatatie en - stretching
62069000;late lichaamsopening colostomie
62082008;verwijdering van de traankanaaltjes door incisie
62084009;korte van ulna
62087002;klinisch laboratorium monsters afstoten
62092000;isotachyphoresis -
62107003;bisection van stijgbeugel footplate met incus implantatie
62109000;excisie van epididymis
62118003;ventrikelseptumdefectherstel met implantaat in totale tetralogie van fallot - herstel
62123003;test voor histoplasmin
62141006;radicale mastectomie
62148000;excisie van tumor pols gebied van diepe been , intramusculaire
62149008;labyrinthotomy , bot
62157006;herstel van fistel
62163002;plastische chirurgie van de urethra sfincter door vaginale approach
62178009;cauterisatie van iris
62187000;excisie ranula glandula - sublingualis -
62196000;destructieve operatie van cornea
62200005;micro cytotoxicity crossmatch - amos wash type
62203007;cryochirurgie van bartholin door aspiratie
62212009;excisie van huid met primaire hechting
62213004;gecombineerde alcohol en drugs rehabilitatie nao
62220006;diathermie van blaas door suprapubische approach
62225001;artrotomie elleboog met artropathie exploration met biopsie
62236008;delimiting keratotomie
62243002;wondtoilet patella
62258005;diverticulectomie
62271008;van huid
62277007;excisie van weke delen van hand
62295005;buikr ö ntgenfoto van huid en erect
62302004;dna - analyse
62306001;suprahyoid excisie
62317000;prosthodontic nao
62318005;myoplastiek hand door transplantatie en implantaten
62324004;van penis
62326002;antistof candidiasis
62347003;tepel exploration met excisie van lactiferous ductus
62348008;open reductie van phalanges van voet met inwendige fixatie
62359004;pulmonale capillaire druk
62360009;herstel van mannelijke urethrocutaneous fistel
62381009;waterbelastingstest
62392005;excisie van traankanaal
62399001;autograft ovarium
62400008;verwijderen van isthmus uteri hoefijzernier
62402000;hervormen van heup totale vervanging
62407006;search voor dangerous voorwerpen
62409009;foraminotomie
62418006;inspuiting van anesthetica naar xie hersenzenuw
62420009;vaginacyste - excisie
62424000;oogprothese verwijdering
62428002;hoornvliessutura
62434009;mamma thermogram
62435005;pati ë verwijzingen nao voor speciaal zorg veroudering probleem
62438007;pancreastransplantatie
62446008;destructieve operatie van hersenen
62447004;weber stemvorktest
62453004;curettage van hand
62454005;fibrine producten , immuno -
62460005;liesbreukoperatie met orchidectomie en vervanging
62463007;exploration van de peesschede
62464001;anesthesie en nierziekte nao
62471006;diepe axillaire lymfadenectomie
62474003;virus primal therapie
62485001;onderzoek , hart data en report
62493001;anesthesie en vitrectomie
62499002;excisie van van
62508004;bevalling door middel van middenforcepsextractie
62511003;autotransplant long
62539002;reductie van torsie van colon
62540000;leucine - aminopeptidase
62550004;spieroperatie nao , pees en fascia hand
62553002;herstel blepharophimosis
62559003;echocardiografie , real stollingstijd met image documentation met - overdraagbare ( vervolgonderzoek na behandeling
62561007;fasciodesis hand
62562000;osteoclasis van
62571009;vasculaire diagnostische verrichting voetwortel
62572002;longmire chirurgie nao galblaasanastomose
62581008;mri van het myocard
62582001;nitrate reductie test
62593004;opponensplasty door hypothenar spier transpositie
62594005;reagent bloed - freeze - glycerol
62595006;plaatsing van groeivertraging vagus stimulatorverwijdering naar tarsals en metatarsals
62634001;aneurysmectomie met enterostomie abdominale arterie
62651008;anesthesie en perineum prostatectomie
62653006;hechting van traankanaal
62658002;mri van borstkas en myocard
62665005;aorta - iliacale arteria dacron bypass
62671004;peritoneale verklevingen verwijderen van hand
62688006;heelkundige behandeling abortus , elke trimester
62692004;salpingectomie partieel
62706003;spinale percutane ruggenmergdoorsnijding
