conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
112976009;excisie van het binnenoor;112976009;Excisie van binnenoor;112976009;excisie van binnenoor;112976009;excisie van binnenoor
112978005;buikwandincisie;112978005;Insnijding van de buikwand;112978005;van buikwand;112978005;van buikwand
112980004;herstel van omentum hernia;112980004;Reparatie van omental hernia;112980004;herstel van omentum hernia;112980004;herstel van omentum hernia
112981000;incisie en drainage van subhepatisch ruimte;112981000;Incisie en drainage van subhepatische ruimte;112981000;drainage via de incisie van subhepatisch ruimte;112981000;drainage via de incisie van subhepatic ruimte
112982007;adhaesiolysis van de maag;112982007;Lysis van verklevingen van de maag;112982007;peritoneale verklevingen verwijderen van maag;112982007;peritoneale verklevingen verwijderen van
112983002;incisie en drainage van de fossa iliaca;112983002;Incisie en drainage van iliacale fossa;112983002;drainage via de incisie van fossa iliaca;112983002;drainage via de incisie van fossa iliaca
112986005;herstel van obturator hernia;112986005;Reparatie van obturator hernia;112986005;herstel obturatorhernia;112986005;herstel obturatorhernia
113109007;NMR onderste lidmaat;113109007;Magnetische resonantie beeldvorming van de onderste extremiteit;113109007;mri van;113109007;mri van
113113000;oftalmologische echografie , A - mode;113113000;Oogheelkundige echografie , A - mode;113113000;oftalmisch diagnostische echo - overdraagbare;113113000;oftalmische diagnostische echo - overdraagbare
115956009;vrijmaken;115956009;Vrijgeven;115956009;release;115956009;release
115957000;adhesiolyse van pleuraholte;115957000;Lysis van verklevingen van de pleura;115957000;peritoneale verklevingen verwijderen van;115957000;peritoneale verklevingen verwijderen van
115959002;stereotactische radiochirurgie;115959002;stereotactische radiochirurgie;115959002;stereotactische radiochirurgie;115959002;stereotactische radiochirurgie
116014002;excisionele biopsie van het bot;116014002;Excisiebiopt van het bot;116014002;biopsie bot;116014002;biopsie bot
116015001;plaatsen van gastrostomiesonde;116015001;Plaatsing van gastrostomie;116015001;placement van gastrostomietube;116015001;placement van gastrostomietube
116016000;chirurgisch plaatsen van gastrostomiesonde;116016000;Open chirurgische plaatsing van gastrostomiesonde;116016000;open chirurgische placement van gastrostomietube;116016000;open chirurgische placement van gastrostomietube
116017009;endoscopisch plaatsen van gastrostomiesonde;116017009;Endoscopische plaatsing van gastrostomiesonde;116017009;endoscopische placement van gastrostomietube;116017009;endoscopische placement van gastrostomietube
116025006;biopsie van de pleura;116025006;Biopsie van pleura;116025006;pleurabiopsie;116025006;pleurabiopsie
116026007;totale resectie van het jejunum;116026007;Totaal jejunectomy;116026007;totale jejunectomie;116026007;totale jejunectomie
116027003;partiele jejunum resectie;116027003;gedeeltelijke jejunectomy;116027003;parti jejunectomie;116027003;parti jejunectomie
116030005;wigbiopsie van long;116030005;Wig biopsie van de long;116030005;teennagelwig longbiopsie;116030005;teennagelwig longbiopsie
116140006;totale hysterectomie;116140006;totale hysterectomie;116140006;totale hysterectomie;116140006;totale hysterectomie
116141005;abdominale hysterectomie;116141005;abdominale hysterectomie;116141005;abdominale hysterectomie;116141005;abdominale hysterectomie
116142003;radicale hysterectomie;116142003;radicale hysterectomie;116142003;radicale hysterectomie;116142003;radicale hysterectomie
116145001;radicale excisie van vagina;116145001;Radical vaginectomy;116145001;radicale vaginectomie;116145001;radicale vaginectomie
116171002;radicale inguinale orchidectomie;116171002;Radical lies orchidectomie;116171002;radicale liesbreuk orchidectomie;116171002;radicale liesbreuk orchidectomie
116172009;incisiebiopsie van het ovarium;116172009;Incisiebiopsie van eierstok;116172009;incisie eierstokbiopsie;116172009;incisie eierstokbiopsie
116173004;wigresectie van het ovarium;116173004;Wig resectie van eierstok;116173004;teennagelwig resectie van ovarium;116173004;teennagelwig resectie van ovarium
116174005;wigresectie van het ovarium voor biopsie;116174005;Wigresectie biopsie van eierstok;116174005;teennagelwig resectie eierstokbiopsie;116174005;teennagelwig resectie eierstokbiopsie
116175006;proximale subtotale gastrectomie;116175006;Proximale subtotaal gastrectomy;116175006;proximaal gastrectomie partieel;116175006;van gastrectomie partieel
116215005;proximale subtotale pancreatectomie;116215005;Proximale subtotaal pancreatectomy;116215005;proximaal pancreatectomie;116215005;van pancreatectomie
116218007;fijne naaldbiopsie van het hart;116218007;Fijne naald biopsie van het hart;116218007;dunnenaaldaspiratie van;116218007;dunnenaaldaspiratie van
116226004;excisie met biopsie van letsel ter hoogte van de slokdarm;116226004;Excisiebiopt laesie van de slokdarm;116226004;biopsie van slokdarm;116226004;biopsie van slokdarm
116227008;incisiebiopsie van de maag;116227008;Incisiebiopsie van de maag;116227008;incisie maagbiopsie;116227008;incisie maagbiopsie
116228003;excisie met biopsie van letsel ter hoogte van de maag;116228003;Excisiebiopt laesie van de maag;116228003;biopsie maag;116228003;biopsie maag
116229006;incisiebiopsie van de dikke darm;116229006;Incisiebiopsie van de dikke darm;116229006;incisie biopsie colon;116229006;incisie biopsie colon
116230001;open biopsie van de slokdarm;116230001;Open biopsie van de slokdarm;116230001;open slokdarmbiopsie;116230001;open slokdarmbiopsie
116231002;open biopsie van de milt;116231002;Open biopsie van de milt;116231002;open biopsie milt;116231002;open biopsie milt
116232009;open biopsie van de galweg;116232009;Open biopsie van de galwegen;116232009;open biopsie galweg;116232009;open biopsie galweg
116233004;open biopsie van uteriene ligament;116233004;Open biopsie van de baarmoeder ligament;116233004;open biopsie uterus ligament;116233004;open biopsie uterus ligament
116234005;open biopsie van het mediastinum;116234005;Open biopsie van mediastinum;116234005;open biopsie van mediastinum;116234005;open biopsie van mediastinum
116235006;incisiebiopsie van de uterus;116235006;Incisiebiopsie van de baarmoeder;116235006;incisie baarmoederbiopsie;116235006;incisie baarmoederbiopsie
116236007;excisie met biopsie van letsel ter hoogte van de dikke darm;116236007;Excisiebiopt van letsel van de dikke darm;116236007;biopsie van dikke darm;116236007;biopsie van dikke darm
116237003;transanale excisiebiopsie van rectumletsel;116237003;Excisiebiopt van letsel van het rectum door transanale aanpak;116237003;biopsie rectale laesie door transanal approach;116237003;biopsie rectale laesie door transanal approach
116238008;transanale fragmentarische excisiebiopsie van rectumletsel;116238008;Excisiebiopt laesie van rectum , gefragmenteerd , door transanale aanpak;116238008;biopsie van rectum , fragmented door transanal approach;116238008;biopsie van rectum , fragmented door transanal approach
116239000;transanale in - toto excisiebiopsie van rectumletsel;116239000;Excisiebiopt laesie van rectum , intact , door transanale aanpak;116239000;biopsie van rectum , intact door transanal approach;116239000;biopsie van rectum , intact door transanal approach
116240003;incisiebiopsie van de papil van Vater;116240003;Incisiebiopsie van ampulla van Vater;116240003;incisie biopsie ampulla van vater;116240003;incisie biopsie ampulla van vater
116241004;pancreatico - duodenectomie ( Whipple );116241004;pancreaticoduodenectomy;116241004;pancreaticoduodenectomie;116241004;pancreaticoduodenectomie
116242006;pyloorsparende pancreatico - duodenectomie ( Whipple );116242006;Pylorus - sparende pancreaticoduodenectomy;116242006;pylorus gedeeltelijk pancreaticoduodenectomie;116242006;pylorus gedeeltelijk pancreaticoduodenectomie
116244007;enucleatie prostaat;116244007;Enucleatie van de prostaat;116244007;enucleatie van prostaat;116244007;enucleatie van prostaat
116245008;incisiebiopsie van de vagina;116245008;Incisiebiopsie van de vagina;116245008;incisie vaginabiopsie;116245008;incisie vaginabiopsie
116247000;incisiebiopsie van de cervix uteri;116247000;Incisiebiopsie van de baarmoederhals;116247000;incisie biopsie cervix;116247000;incisie biopsie cervix
116249002;incisie van gastro - intestinale tractus;116249002;Maag - darmkanaal incisie;116249002;gastro - incisie;116249002;gastro - incisie
116330003;Bryant ' s driehoek procedure;116330003;Bryant ' s driehoek procedure;116330003;bryant van trigonum nao;116330003;bryant - triangle nao
116334007;stereotactische holle naald biopsie ( CNB ) van borst;116334007;Stereotactisch geleide kern naald biopsie van de borst;116334007;stereotactically guided core biopsienaald borst;116334007;stereotactically guided core biopsienaald mamma
116360008;arteri ë le bypass greffe;116360008;Arteri ë le bypass graft;116360008;arteri bypass;116360008;arteri bypass
116361007;creatie van venoveneuse bypass;116361007;Oprichting van venoveneuze bypass;116361007;shunt venoveneuze bypass;116361007;shunt venoveneuze bypass
116371009;Autologe botgreffe;116371009;Autogeen bottransplantaat;116371009;autologe transplantatie , bot -;116371009;autologe transplantatie , bot -
116372002;Allogene botgreffe;116372002;Allogene bottransplantatie;116372002;allogeen bottransplantaat;116372002;allogeen bottransplantaat
118151002;injectie van de gastro - intestinale tractus;118151002;Maag - darmkanaal injectie;118151002;gastro injectie;118151002;gastro - injectie
118153004;herstel van de gastro - intestinale tractus;118153004;Maag - darmkanaal reparatie;118153004;gastro herstel;118153004;gastro herstel
118154005;sluiten van de gastro - ntestinale tractus;118154005;Maag - darmkanaal sluiting;118154005;gastro sluiting;118154005;gastro sluiting
118155006;endoscopie van de gastro - intestinale tractus;118155006;Maagdarmkanaal endoscopie;118155006;endoscopie maagdarmstelsel;118155006;endoscopie maagdarmstelsel
118156007;reconstructie van de gastro - intestinale tractus;118156007;Maag - darmkanaal reconstructie;118156007;gastro reconstructie;118156007;gastro reconstructie
118159000;transpositie van de gastro - intestinale tractus;118159000;Maag - darmkanaal omzetting;118159000;gastro transpositie;118159000;gastro transpositie
118161009;laser enucleatie prostaat;118161009;Laser enucleatie van de prostaat;118161009;laser enucleatie van prostaat;118161009;lasers enucleatie van prostaat
118162002;laser enucleatie prostaat met intravesicale morcellatie;118162002;Laser enucleatie van de prostaat met intravesicale morcellation;118162002;laser enucleatie van prostaat bij intravesicaal morcellation;118162002;lasers enucleatie van prostaat bij intravesical morcellation
118163007;open enucleatie prostaat;118163007;Open enucleatie van de prostaat;118163007;open enucleatie van prostaat;118163007;open enucleatie van prostaat
118164001;laser ablatie prostaat;118164001;Laser ablatie van de prostaat;118164001;laservaporisatie prostaat;118164001;laservaporisatie prostaat
118292001;verwijderen;118292001;Afdoen;118292001;verwijdering;118292001;verwijdering
118455003;gewrichtsexploratie;118455003;Verkenning van joint;118455003;exploratie gewricht;118455003;exploration gewricht
118457006;gesloten subcutane tenotomie;118457006;Gesloten subcutane tenotomie;118457006;gesloten subcutaan tenotomie;118457006;gesloten subcutaan tenotomie
118458001;open subcutane tenotomie;118458001;Open subcutane tenotomie;118458001;open subcutaan tenotomie;118458001;open subcutaan tenotomie
118460004;reductie van fractuur luxatie;118460004;Vermindering van de fractuur - dislocatie;118460004;fractuur reductie van ontwrichting;118460004;fractuur reductie van ontwrichting
118467001;verkorting van een bot;118467001;Bone verkorting procedure;118467001;bot korte nao;118467001;bot korte nao
118470002;inwendige skeletale fixatie;118470002;Interne skelet fixatie;118470002;osteosynthese;118470002;osteosynthese
118474006;Heraligneren van het bot;118474006;Herschikking van het bot;118474006;realignment bot;118474006;realignment van
118475007;botblok procedure;118475007;Bone blok procedure;118475007;bot hartblok nao;118475007;bot hartblok nao
